id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,0,0,5852499,27289,625000,18591848750
1,1,0,3912323,704,625000,18591848750
2,2,0,2807418,764,625000,18591848750
3,3,0,2654796,822,625000,18591848750
4,4,0,2146824,722,625000,18591848750
5,5,0,1763086,682,625000,18591848750
6,6,0,2561046,696,625000,18591848750
7,8,0,3327205,368,625000,18591848750
8,10,0,3030128,301,625000,18591848750
9,12,0,2211720,389,625000,18591848750
10,14,0,4583729,391,625000,18591848750
11,16,0,2393587,386,625000,18591848750
12,18,0,1884356,351,625000,18591848750
13,20,0,2287426,391,625000,18591848750
14,23,0,2669573,343,625000,18591848750
15,25,0,2485191,352,625000,18591848750
16,28,0,4422545,292,625000,18591848750
17,33,0,2981168,320,625000,18591848750
18,38,0,3178369,273,625000,18591848750
19,44,0,2349222,394,625000,18591848750
20,48,0,2811468,458,625000,18591848750
21,56,0,5686966,283,625000,18591848750
22,64,0,2076804,458,625000,18591848750
23,70,0,2270215,256,625000,18591848750
24,82,0,2603559,709,625000,18591848750
25,94,0,2605855,391,625000,18591848750
26,105,0,2637256,506,625000,18591848750
27,118,0,3597230,320,625000,18591848750
28,131,0,2500825,467,625000,18591848750
29,144,0,2244627,453,625000,18591848750
30,156,0,3184615,539,625000,18591848750
31,174,0,5248152,504,625000,18591848750
32,187,0,2259324,490,625000,18591848750
33,205,0,2071965,339,625000,18591848750
34,221,0,2911484,497,625000,18591848750
35,242,0,2865163,484,625000,18591848750
36,253,0,2149703,290,625000,18591848750
37,271,0,3611505,547,625000,18591848750
38,281,0,2704973,449,625000,18591848750
39,301,0,3027984,681,625000,18591848750
40,316,0,2826857,698,625000,18591848750
41,329,0,4254151,406,625000,18591848750
42,357,0,3633542,451,625000,18591848750
43,374,0,2844004,591,625000,18591848750
44,386,0,2378939,445,625000,18591848750
45,397,0,8027278,616,625000,18591848750
46,410,0,2561755,615,625000,18591848750
47,426,0,2557728,505,625000,18591848750
48,442,0,3036320,578,625000,18591848750
49,458,0,3736322,581,625000,18591848750
50,474,0,3420157,511,625000,18591848750
51,490,0,2438540,481,625000,18591848750
52,504,0,2178416,475,625000,18591848750
53,517,0,3801267,421,625000,18591848750
54,538,0,3750168,989,625000,18591848750
55,551,0,2439312,464,625000,18591848750
56,565,0,3511146,618,625000,18591848750
57,582,0,2116701,538,625000,18591848750
58,600,0,2282305,591,625000,18591848750
59,613,0,2662690,641,625000,18591848750
60,627,0,2164988,582,625000,18591848750
61,642,0,3262746,705,625000,18591848750
62,656,0,3047894,748,625000,18591848750
63,676,0,2898856,849,625000,18591848750
64,690,0,3396913,645,625000,18591848750
65,710,0,2563169,715,625000,18591848750
66,723,0,3092518,595,625000,18591848750
67,739,0,2963503,712,625000,18591848750
68,754,0,3559640,728,625000,18591848750
69,769,0,2184140,458,625000,18591848750
70,792,0,3543486,544,625000,18591848750
71,813,0,3779128,575,625000,18591848750
72,827,0,2704482,281,625000,18591848750
73,843,0,3207622,385,625000,18591848750
74,865,0,3010941,675,625000,18591848750
75,879,0,2968923,548,625000,18591848750
76,895,0,2437872,588,625000,18591848750
77,908,0,2877356,481,625000,18591848750
78,926,0,3536218,641,625000,18591848750
79,941,0,2728676,326,625000,18591848750
80,960,0,2995292,421,625000,18591848750
81,976,0,3374088,412,625000,18591848750
82,992,0,2871397,562,625000,18591848750
83,1008,0,2938549,331,625000,18591848750
84,1025,0,3059250,568,625000,18591848750
85,1042,0,2791318,648,625000,18591848750
86,1053,0,2497556,368,625000,18591848750
87,1069,0,2942055,731,625000,18591848750
88,1085,0,2662100,536,625000,18591848750
89,1102,0,1692626,776,625000,18591848750
90,1117,0,2650112,338,625000,18591848750
91,1133,0,3022642,611,625000,18591848750
92,1150,0,3604176,233,625000,18591848750
93,1165,0,1826759,178,625000,18591848750
94,1169,0,2364565,201,625000,18591848750
95,1188,0,3093799,197,625000,18591848750
96,1209,0,4524073,508,625000,18591848750
97,1220,0,2871014,598,625000,18591848750
98,1238,0,2611170,701,625000,18591848750
99,1256,0,2621976,595,625000,18591848750
100,1268,0,2066836,598,625000,18591848750
101,1284,0,2176775,381,625000,18591848750
102,1301,0,3362596,351,625000,18591848750
103,1316,0,2579115,464,625000,18591848750
104,1329,0,2279208,351,625000,18591848750
105,1344,0,3859383,605,625000,18591848750
106,1362,0,3431040,682,625000,18591848750
107,1377,0,2269932,487,625000,18591848750
108,1388,0,2190321,405,625000,18591848750
109,1409,0,2692745,662,625000,18591848750
110,1423,0,3186685,488,625000,18591848750
111,1436,0,2233036,605,625000,18591848750
112,1452,0,3217955,214,625000,18591848750
113,1468,0,2806211,605,625000,18591848750
114,1483,0,2849514,182,625000,18591848750
115,1502,0,3264902,552,625000,18591848750
116,1517,0,2388227,225,625000,18591848750
117,1532,0,2280876,1146,625000,18591848750
118,1544,0,1879233,553,625000,18591848750
119,1558,0,1854505,218,625000,18591848750
120,1574,0,3267620,671,625000,18591848750
121,1593,0,3172573,263,625000,18591848750
122,1606,0,2944947,376,625000,18591848750
123,1622,0,2756380,344,625000,18591848750
124,1638,0,2508531,211,625000,18591848750
125,1654,0,2814980,266,625000,18591848750
126,1672,0,2856657,408,625000,18591848750
127,1682,0,2670866,498,625000,18591848750
128,1698,0,1930201,285,625000,18591848750
129,1714,0,2340604,261,625000,18591848750
130,1732,0,2909094,431,625000,18591848750
131,1747,0,2175438,238,625000,18591848750
132,1762,0,3298037,208,625000,18591848750
133,1775,0,3152704,484,625000,18591848750
134,1792,0,2839900,426,625000,18591848750
135,1811,0,2761325,608,625000,18591848750
136,1826,0,4237120,528,625000,18591848750
137,1847,0,3538305,598,625000,18591848750
138,1863,0,2095454,456,625000,18591848750
139,1878,0,4758075,514,625000,18591848750
140,1895,0,2147948,664,625000,18591848750
141,1910,0,2750923,453,625000,18591848750
142,1926,0,3807952,648,625000,18591848750
143,1942,0,2776199,371,625000,18591848750
