id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,0,0,4866500,39332,1250000,42195032759
1,1,0,3195219,400,1250000,42195032759
2,2,0,2786606,416,1250000,42195032759
3,3,0,3452325,307,1250000,42195032759
4,4,0,2995642,216,1250000,42195032759
5,5,0,3069407,466,1250000,42195032759
6,6,0,2215880,437,1250000,42195032759
7,7,0,3426611,468,1250000,42195032759
8,9,0,3006305,419,1250000,42195032759
9,11,0,2704990,344,1250000,42195032759
10,14,0,3157531,351,1250000,42195032759
11,17,0,3220412,284,1250000,42195032759
12,21,0,2549634,246,1250000,42195032759
13,25,0,3627747,269,1250000,42195032759
14,29,0,2893398,320,1250000,42195032759
15,35,0,2114877,282,1250000,42195032759
16,41,0,2560931,301,1250000,42195032759
17,46,0,6278258,477,1250000,42195032759
18,54,0,5592145,431,1250000,42195032759
19,61,0,3378027,433,1250000,42195032759
20,65,0,3297116,609,1250000,42195032759
21,74,0,2121784,516,1250000,42195032759
22,79,0,3345503,387,1250000,42195032759
23,86,0,3533016,325,1250000,42195032759
24,95,0,3527318,601,1250000,42195032759
25,103,0,3138291,519,1250000,42195032759
26,110,0,2953353,313,1250000,42195032759
27,117,0,2657638,642,1250000,42195032759
28,124,0,3095301,363,1250000,42195032759
29,131,0,3429271,514,1250000,42195032759
30,142,0,2544216,536,1250000,42195032759
31,147,0,3567201,534,1250000,42195032759
32,158,0,2621889,395,1250000,42195032759
33,163,0,3170304,347,1250000,42195032759
34,173,0,2836036,391,1250000,42195032759
35,180,0,3682097,461,1250000,42195032759
36,188,0,3902858,931,1250000,42195032759
37,198,0,3737835,695,1250000,42195032759
38,202,0,2400762,628,1250000,42195032759
39,209,0,3018751,479,1250000,42195032759
40,218,0,3046027,524,1250000,42195032759
41,225,0,2719878,564,1250000,42195032759
42,233,0,1987075,671,1250000,42195032759
43,240,0,3439860,501,1250000,42195032759
44,250,0,3482733,599,1250000,42195032759
45,257,0,4065982,535,1250000,42195032759
46,266,0,3049457,625,1250000,42195032759
47,274,0,3315666,532,1250000,42195032759
48,282,0,3184212,498,1250000,42195032759
49,290,0,3006170,498,1250000,42195032759
50,298,0,3239525,598,1250000,42195032759
51,306,0,3181442,521,1250000,42195032759
52,314,0,3619844,541,1250000,42195032759
53,322,0,2549362,718,1250000,42195032759
54,330,0,3403004,592,1250000,42195032759
55,339,0,3458263,471,1250000,42195032759
56,348,0,3465597,604,1250000,42195032759
57,355,0,2440238,531,1250000,42195032759
58,361,0,2323114,481,1250000,42195032759
59,369,0,3204697,541,1250000,42195032759
60,377,0,2720626,475,1250000,42195032759
61,386,0,3000881,488,1250000,42195032759
62,394,0,3039785,522,1250000,42195032759
63,401,0,2903002,548,1250000,42195032759
64,409,0,3206161,441,1250000,42195032759
65,417,0,2610809,574,1250000,42195032759
66,426,0,3073183,605,1250000,42195032759
67,434,0,3112371,602,1250000,42195032759
68,442,0,3001750,524,1250000,42195032759
69,449,0,3391743,695,1250000,42195032759
70,458,0,3322442,602,1250000,42195032759
71,465,0,2322800,608,1250000,42195032759
72,473,0,3102845,585,1250000,42195032759
73,481,0,3341757,531,1250000,42195032759
74,489,0,2664739,685,1250000,42195032759
75,497,0,3343474,755,1250000,42195032759
76,505,0,6022617,752,1250000,42195032759
77,513,0,2251851,782,1250000,42195032759
78,518,0,2336502,722,1250000,42195032759
79,526,0,3025682,634,1250000,42195032759
80,534,0,3317902,518,1250000,42195032759
81,542,0,3185790,591,1250000,42195032759
82,549,0,2623666,652,1250000,42195032759
83,557,0,2645140,568,1250000,42195032759
84,566,0,3737124,649,1250000,42195032759
85,573,0,2433782,377,1250000,42195032759
86,581,0,3237858,324,1250000,42195032759
87,591,0,2824105,688,1250000,42195032759
88,600,0,3591173,635,1250000,42195032759
89,606,0,2377278,441,1250000,42195032759
90,615,0,3041372,370,1250000,42195032759
91,623,0,3136016,655,1250000,42195032759
92,631,0,4682396,728,1250000,42195032759
93,639,0,3788454,648,1250000,42195032759
94,647,0,3832333,628,1250000,42195032759
95,655,0,3153438,648,1250000,42195032759
96,662,0,3762253,749,1250000,42195032759
97,669,0,2705938,427,1250000,42195032759
98,678,0,2759023,477,1250000,42195032759
99,686,0,3506833,675,1250000,42195032759
100,690,0,2821405,598,1250000,42195032759
101,702,0,3324617,694,1250000,42195032759
102,709,0,3860963,805,1250000,42195032759
103,719,0,2869340,782,1250000,42195032759
104,725,0,2694452,719,1250000,42195032759
105,736,0,4454807,762,1250000,42195032759
106,744,0,2449102,635,1250000,42195032759
107,752,0,3711060,749,1250000,42195032759
108,761,0,3378486,1280,1250000,42195032759
109,769,0,5454283,635,1250000,42195032759
110,777,0,2362983,635,1250000,42195032759
111,785,0,3514765,608,1250000,42195032759
112,793,0,3293455,548,1250000,42195032759
113,801,0,2599002,772,1250000,42195032759
114,809,0,3205389,909,1250000,42195032759
115,813,0,2655334,651,1250000,42195032759
116,824,0,3691839,748,1250000,42195032759
117,828,0,3326054,581,1250000,42195032759
118,838,0,2941195,462,1250000,42195032759
119,849,0,3401410,765,1250000,42195032759
120,852,0,4741530,485,1250000,42195032759
121,864,0,3365933,578,1250000,42195032759
122,868,0,2679924,608,1250000,42195032759
123,876,0,3339422,715,1250000,42195032759
124,884,0,2672253,605,1250000,42195032759
125,892,0,2697773,545,1250000,42195032759
126,900,0,3480731,782,1250000,42195032759
127,907,0,2318460,552,1250000,42195032759
128,916,0,3431825,605,1250000,42195032759
129,923,0,2754656,605,1250000,42195032759
130,932,0,3293571,622,1250000,42195032759
131,941,0,3196345,632,1250000,42195032759
132,948,0,2891659,665,1250000,42195032759
133,956,0,2714662,528,1250000,42195032759
134,965,0,4447257,655,1250000,42195032759
135,972,0,2551714,614,1250000,42195032759
136,979,0,3915267,595,1250000,42195032759
137,988,0,3098209,638,1250000,42195032759
138,997,0,3477397,625,1250000,42195032759
139,1006,0,7318364,571,1250000,42195032759
140,1015,0,3616603,765,1250000,42195032759
141,1024,0,3390846,417,1250000,42195032759
142,1031,0,3906103,762,1250000,42195032759
143,1039,0,7160585,642,1250000,42195032759
144,1045,0,4742553,778,1250000,42195032759
145,1049,0,4169758,645,1250000,42195032759
146,1063,0,3614331,765,1250000,42195032759
147,1071,0,2680209,705,1250000,42195032759
148,1077,0,2866400,712,1250000,42195032759
149,1088,0,3032565,585,1250000,42195032759
150,1091,0,2890754,588,1250000,42195032759
151,1104,0,3547748,571,1250000,42195032759
152,1111,0,2986744,635,1250000,42195032759
153,1120,0,3168746,518,1250000,42195032759
154,1126,0,5295763,641,1250000,42195032759
155,1135,0,2880343,795,1250000,42195032759
156,1142,0,3478877,772,1250000,42195032759
157,1152,0,3331548,624,1250000,42195032759
158,1154,0,2184666,311,1250000,42195032759
159,1162,0,2934418,419,1250000,42195032759
160,1170,0,1890862,598,1250000,42195032759
161,1178,0,3851019,474,1250000,42195032759
162,1186,0,2645533,645,1250000,42195032759
163,1193,0,3208379,555,1250000,42195032759
164,1201,0,2815800,421,1250000,42195032759
165,1210,0,2593115,611,1250000,42195032759
