id,gsn,shardId,latency (ns),dataGenTime (ns),totalBytes,totalTime (ns)
2033,32034,0,19838700,585,1000000,81296251770
2034,32035,0,19833154,622,1000000,81296251770
2035,32036,0,20150083,498,1000000,81296251770
2036,32037,0,20017385,641,1000000,81296251770
2037,32038,0,20236827,605,1000000,81296251770
2038,32039,0,19346921,625,1000000,81296251770
2039,32040,0,21008026,595,1000000,81296251770
2040,32041,0,19166837,631,1000000,81296251770
2041,32042,0,19430391,602,1000000,81296251770
2042,32043,0,20792155,424,1000000,81296251770
2043,32044,0,19947267,604,1000000,81296251770
2044,32045,0,19843111,608,1000000,81296251770
2045,32046,0,20028926,611,1000000,81296251770
2046,32047,0,19379069,601,1000000,81296251770
2047,32048,0,10743790,625,1000000,81296251770
2048,32049,0,20061313,608,1000000,81296251770
2049,32050,0,19947657,668,1000000,81296251770
2050,32051,0,20132533,621,1000000,81296251770
2051,32052,0,19999800,494,1000000,81296251770
2052,32053,0,20015710,662,1000000,81296251770
2053,32054,0,19515111,598,1000000,81296251770
2054,32055,0,19714491,467,1000000,81296251770
2055,32056,0,20735027,655,1000000,81296251770
2056,32057,0,20241161,605,1000000,81296251770
2057,32058,0,19233946,638,1000000,81296251770
2058,32059,0,20473096,614,1000000,81296251770
2059,32060,0,19644196,588,1000000,81296251770
2060,32061,0,20199678,622,1000000,81296251770
2061,32062,0,20038107,608,1000000,81296251770
2062,32063,0,19922225,624,1000000,81296251770
2063,32064,0,20306255,491,1000000,81296251770
2064,32065,0,19963926,665,1000000,81296251770
2065,32066,0,20074413,598,1000000,81296251770
2066,32067,0,19957024,689,1000000,81296251770
2067,32068,0,19719153,634,1000000,81296251770
2068,32069,0,20068728,598,1000000,81296251770
2069,32070,0,20108964,631,1000000,81296251770
2070,32071,0,20079821,618,1000000,81296251770
2071,32072,0,19157300,692,1000000,81296251770
2072,32073,0,20389938,635,1000000,81296251770
2073,32074,0,20364871,592,1000000,81296251770
2074,32075,0,19967271,625,1000000,81296251770
2075,32076,0,19953378,629,1000000,81296251770
2076,32077,0,19947669,562,1000000,81296251770
2077,32078,0,20222955,628,1000000,81296251770
2078,32079,0,19213245,571,1000000,81296251770
2079,32080,0,20013312,625,1000000,81296251770
2080,32081,0,20360801,615,1000000,81296251770
2081,32082,0,20365117,461,1000000,81296251770
2082,32083,0,20328659,652,1000000,81296251770
2083,32084,0,19602402,582,1000000,81296251770
2084,32085,0,19717271,622,1000000,81296251770
2085,32086,0,20622009,615,1000000,81296251770
2086,32087,0,20278551,625,1000000,81296251770
2087,32088,0,19006375,641,1000000,81296251770
2088,32089,0,20211670,608,1000000,81296251770
2089,32090,0,20045289,602,1000000,81296251770
2090,32091,0,19980065,578,1000000,81296251770
2091,32092,0,20459937,604,1000000,81296251770
2092,32093,0,19461693,564,1000000,81296251770
2093,32094,0,20320788,624,1000000,81296251770
2094,32095,0,20091652,625,1000000,81296251770
2095,32096,0,19285703,602,1000000,81296251770
2096,32097,0,19677281,614,1000000,81296251770
2097,32098,0,10640775,584,1000000,81296251770
2098,32099,0,20547964,614,1000000,81296251770
2099,32100,0,19777961,618,1000000,81296251770
2100,32101,0,19576584,611,1000000,81296251770
2101,32102,0,20218623,595,1000000,81296251770
2102,32103,0,20076333,628,1000000,81296251770
2103,32104,0,19978250,595,1000000,81296251770
2104,32105,0,20317629,602,1000000,81296251770
2105,32106,0,19581995,568,1000000,81296251770
2106,32107,0,19832356,628,1000000,81296251770
2107,32108,0,20329054,571,1000000,81296251770
2108,32109,0,19915430,628,1000000,81296251770
2109,32110,0,19217301,601,1000000,81296251770
2110,32111,0,10908518,601,1000000,81296251770
2111,32112,0,20225043,561,1000000,81296251770
2112,32113,0,18975190,661,1000000,81296251770
2113,32114,0,10649933,574,1000000,81296251770
2114,32115,0,20098547,635,1000000,81296251770
2115,32116,0,19964781,604,1000000,81296251770
2116,32117,0,19909359,602,1000000,81296251770
2117,32118,0,19942240,594,1000000,81296251770
2118,32119,0,20196317,618,1000000,81296251770
2119,32120,0,19936037,602,1000000,81296251770
2120,32121,0,19900130,625,1000000,81296251770
2121,32122,0,19778557,498,1000000,81296251770
2122,32123,0,20400274,545,1000000,81296251770
2123,32124,0,19273954,628,1000000,81296251770
2124,32125,0,20006702,595,1000000,81296251770
2125,32126,0,20341311,591,1000000,81296251770
2126,32127,0,20268841,558,1000000,81296251770
2127,32128,0,20027455,495,1000000,81296251770
2128,32129,0,19128163,581,1000000,81296251770
2129,32130,0,20425218,598,1000000,81296251770
2130,32131,0,20535287,562,1000000,81296251770
2131,32132,0,19822015,614,1000000,81296251770
2132,32133,0,19975234,582,1000000,81296251770
2133,32134,0,20353637,615,1000000,81296251770
2134,32135,0,19751965,558,1000000,81296251770
2135,32136,0,19142332,635,1000000,81296251770
2136,32137,0,10785152,605,1000000,81296251770
2137,32138,0,19930970,611,1000000,81296251770
2138,32139,0,20023316,639,1000000,81296251770
2139,32140,0,20205380,654,1000000,81296251770
2140,32141,0,19540058,608,1000000,81296251770
2141,32142,0,20106719,618,1000000,81296251770
2142,32143,0,20166203,608,1000000,81296251770
2143,32144,0,20404151,628,1000000,81296251770
2144,32145,0,19605498,624,1000000,81296251770
2145,32146,0,19634612,615,1000000,81296251770
2146,32147,0,20151968,628,1000000,81296251770
2147,32148,0,20336080,585,1000000,81296251770
2148,32149,0,19024928,545,1000000,81296251770
2149,32150,0,10602572,558,1000000,81296251770
2150,32151,0,20614558,528,1000000,81296251770
2151,32152,0,19839966,658,1000000,81296251770
2152,32153,0,19703405,608,1000000,81296251770
2153,32154,0,20087885,578,1000000,81296251770
2154,32155,0,20129293,618,1000000,81296251770
2155,32156,0,19970610,601,1000000,81296251770
2156,32157,0,20335188,615,1000000,81296251770
2157,32158,0,19578066,628,1000000,81296251770
2158,32159,0,19952270,608,1000000,81296251770
2159,32160,0,19203814,638,1000000,81296251770
2160,32161,0,20953744,608,1000000,81296251770
2161,32162,0,19694232,461,1000000,81296251770
2162,32163,0,19926475,618,1000000,81296251770
2163,32164,0,20236957,604,1000000,81296251770
2164,32165,0,19295673,655,1000000,81296251770
2165,32166,0,21010302,605,1000000,81296251770
2166,32167,0,19751437,608,1000000,81296251770
2167,32168,0,19910641,655,1000000,81296251770
2168,32169,0,20008916,592,1000000,81296251770
2169,32170,0,19707528,719,1000000,81296251770
2170,32171,0,19459366,622,1000000,81296251770
2171,32172,0,10607839,605,1000000,81296251770
2172,32173,0,20246669,652,1000000,81296251770
2173,32174,0,20335230,619,1000000,81296251770
2174,32175,0,18825540,608,1000000,81296251770
2175,32176,0,10680004,571,1000000,81296251770
2176,32177,0,20504647,608,1000000,81296251770
2177,32178,0,19642512,678,1000000,81296251770
2178,32179,0,19992974,628,1000000,81296251770
2179,32180,0,20152926,584,1000000,81296251770
2180,32181,0,19902783,598,1000000,81296251770
2181,32182,0,19844201,548,1000000,81296251770
2182,32183,0,20448085,619,1000000,81296251770
2183,32184,0,19857742,625,1000000,81296251770
2184,32185,0,19816236,598,1000000,81296251770
2185,32186,0,20103296,571,1000000,81296251770
2186,32187,0,19739512,551,1000000,81296251770
2187,32188,0,19289250,604,1000000,81296251770
2188,32189,0,10792670,575,1000000,81296251770
2189,32190,0,20419505,641,1000000,81296251770
2190,32191,0,19421959,595,1000000,81296251770
2191,32192,0,20293414,561,1000000,81296251770
2192,32193,0,19573381,755,1000000,81296251770
2193,32194,0,20469879,495,1000000,81296251770
2194,32195,0,19795991,632,1000000,81296251770
2195,32196,0,20288011,595,1000000,81296251770
2196,32197,0,19510173,618,1000000,81296251770
2197,32198,0,20311775,598,1000000,81296251770
2198,32199,0,19800387,662,1000000,81296251770
2199,32200,0,20002515,628,1000000,81296251770
2200,32201,0,19341917,578,1000000,81296251770
2201,32202,0,10510445,632,1000000,81296251770
2202,32203,0,20651758,601,1000000,81296251770
2203,32204,0,19565813,638,1000000,81296251770
2204,32205,0,20274448,608,1000000,81296251770
2205,32206,0,19515305,608,1000000,81296251770
2206,32207,0,20038709,615,1000000,81296251770
2207,32208,0,20734293,561,1000000,81296251770
2208,32209,0,19793547,628,1000000,81296251770
2209,32210,0,19351632,585,1000000,81296251770
2210,32211,0,20239495,605,1000000,81296251770
2211,32212,0,19221148,518,1000000,81296251770
2212,32213,0,20053493,571,1000000,81296251770
2213,32214,0,10514325,561,1000000,81296251770
2214,32215,0,20698096,578,1000000,81296251770
2215,32216,0,19368251,635,1000000,81296251770
2216,32217,0,20114974,558,1000000,81296251770
2217,32218,0,20305361,624,1000000,81296251770
2218,32219,0,19343443,595,1000000,81296251770
2219,32220,0,20743326,561,1000000,81296251770
2220,32221,0,19460584,582,1000000,81296251770
2221,32222,0,20670892,598,1000000,81296251770
2222,32223,0,19401395,644,1000000,81296251770
2223,32224,0,20378578,612,1000000,81296251770
2224,32225,0,19773009,591,1000000,81296251770
2225,32226,0,20200472,501,1000000,81296251770
2226,32227,0,20110380,618,1000000,81296251770
2227,32228,0,19492508,599,1000000,81296251770
2228,32229,0,20350046,545,1000000,81296251770
2229,32230,0,19897571,571,1000000,81296251770
2230,32231,0,19920228,558,1000000,81296251770
2231,32232,0,20295518,642,1000000,81296251770
2232,32233,0,19612972,555,1000000,81296251770
2233,32234,0,20299491,605,1000000,81296251770
2234,32235,0,19888767,594,1000000,81296251770
2235,32236,0,20090784,558,1000000,81296251770
2236,32237,0,19672910,605,1000000,81296251770
2237,32238,0,20296287,605,1000000,81296251770
2238,32239,0,19678384,571,1000000,81296251770
2239,32240,0,20647631,554,1000000,81296251770
2240,32241,0,19883259,595,1000000,81296251770
2241,32242,0,19935593,665,1000000,81296251770
2242,32243,0,19654897,595,1000000,81296251770
2243,32244,0,20285246,618,1000000,81296251770
2244,32245,0,19902189,581,1000000,81296251770
2245,32246,0,20183477,575,1000000,81296251770
2246,32247,0,19339742,588,1000000,81296251770
2247,32248,0,20612077,531,1000000,81296251770
2248,32249,0,19464130,474,1000000,81296251770
2249,32250,0,19554429,631,1000000,81296251770
2250,32251,0,10746255,621,1000000,81296251770
2251,32252,0,20618419,618,1000000,81296251770
2252,32253,0,19418265,628,1000000,81296251770
2253,32254,0,20315559,612,1000000,81296251770
2254,32255,0,19630400,601,1000000,81296251770
2255,32256,0,20230783,579,1000000,81296251770
2256,32257,0,19884924,541,1000000,81296251770
2257,32258,0,20104638,591,1000000,81296251770
2258,32259,0,19455221,601,1000000,81296251770
2259,32260,0,20586786,588,1000000,81296251770
2260,32261,0,19320316,594,1000000,81296251770
2261,32262,0,20562402,558,1000000,81296251770
2262,32263,0,19852376,632,1000000,81296251770
2263,32264,0,20229273,592,1000000,81296251770
2264,32265,0,19306035,618,1000000,81296251770
2265,32266,0,19969600,592,1000000,81296251770
2266,32267,0,19673792,594,1000000,81296251770
2267,32268,0,10627681,584,1000000,81296251770
2268,32269,0,20352735,562,1000000,81296251770
2269,32270,0,19283432,588,1000000,81296251770
2270,32271,0,20933833,545,1000000,81296251770
2271,32272,0,19543946,658,1000000,81296251770
2272,32273,0,20441522,598,1000000,81296251770
2273,32274,0,19649857,588,1000000,81296251770
2274,32275,0,19653815,544,1000000,81296251770
2275,32276,0,20521358,605,1000000,81296251770
2276,32277,0,20183700,588,1000000,81296251770
2277,32278,0,19488854,621,1000000,81296251770
2278,32279,0,20360553,558,1000000,81296251770
2279,32280,0,19684877,428,1000000,81296251770
2280,32281,0,20016729,628,1000000,81296251770
2281,32282,0,19884710,551,1000000,81296251770
2282,32283,0,20054988,628,1000000,81296251770
2283,32284,0,20288466,551,1000000,81296251770
2284,32285,0,19579295,611,1000000,81296251770
2285,32286,0,19489734,562,1000000,81296251770
2286,32287,0,10872200,542,1000000,81296251770
2287,32288,0,19848384,629,1000000,81296251770
2288,32289,0,20167510,561,1000000,81296251770
2289,32290,0,19619205,545,1000000,81296251770
2290,32291,0,19398044,638,1000000,81296251770
2291,32292,0,10616119,538,1000000,81296251770
2292,32293,0,20061252,629,1000000,81296251770
2293,32294,0,20317229,655,1000000,81296251770
2294,32295,0,19732202,481,1000000,81296251770
2295,32296,0,20284343,598,1000000,81296251770
2296,32297,0,20186232,588,1000000,81296251770
2297,32298,0,19639872,648,1000000,81296251770
2298,32299,0,20297002,575,1000000,81296251770
2299,32300,0,19482395,604,1000000,81296251770
2300,32301,0,20358846,572,1000000,81296251770
2301,32302,0,19812186,591,1000000,81296251770
2302,32303,0,20333231,575,1000000,81296251770
2303,32304,0,19775114,651,1000000,81296251770
2304,32305,0,19973646,611,1000000,81296251770
2305,32306,0,19885061,622,1000000,81296251770
2306,32307,0,20005593,561,1000000,81296251770
2307,32308,0,20000440,585,1000000,81296251770
2308,32309,0,20019968,605,1000000,81296251770
2309,32310,0,20218499,555,1000000,81296251770
2310,32311,0,19559465,565,1000000,81296251770
2311,32312,0,19451788,595,1000000,81296251770
2312,32313,0,10781001,575,1000000,81296251770
2313,32314,0,20200300,555,1000000,81296251770
2314,32315,0,19768875,634,1000000,81296251770
2315,32316,0,20137837,565,1000000,81296251770
2316,32317,0,19232253,554,1000000,81296251770
2317,32318,0,20437642,628,1000000,81296251770
2318,32319,0,20290924,598,1000000,81296251770
2319,32320,0,20191476,584,1000000,81296251770
2320,32321,0,19775818,1173,1000000,81296251770
2321,32322,0,19838977,561,1000000,81296251770
2322,32323,0,20114992,625,1000000,81296251770
2323,32324,0,20056090,605,1000000,81296251770
2324,32325,0,19328265,665,1000000,81296251770
2325,32326,0,20706452,592,1000000,81296251770
2326,32327,0,19966044,602,1000000,81296251770
2327,32328,0,20387963,481,1000000,81296251770
2328,32329,0,19626416,572,1000000,81296251770
2329,32330,0,20130035,632,1000000,81296251770
2330,32331,0,20129008,601,1000000,81296251770
2331,32332,0,19195780,661,1000000,81296251770
2332,32333,0,20275377,598,1000000,81296251770
2333,32334,0,20180073,612,1000000,81296251770
2334,32335,0,20099660,608,1000000,81296251770
2335,32336,0,19254161,541,1000000,81296251770
2336,32337,0,20971600,634,1000000,81296251770
2337,32338,0,19336729,629,1000000,81296251770
2338,32339,0,20602028,584,1000000,81296251770
2339,32340,0,19487699,671,1000000,81296251770
2340,32341,0,20443126,648,1000000,81296251770
2341,32342,0,19030373,629,1000000,81296251770
2342,32343,0,10623329,585,1000000,81296251770
2343,32344,0,19980587,575,1000000,81296251770
2344,32345,0,19963526,575,1000000,81296251770
2345,32346,0,19967716,588,1000000,81296251770
2346,32347,0,20353046,629,1000000,81296251770
2347,32348,0,19821957,504,1000000,81296251770
2348,32349,0,19994048,645,1000000,81296251770
2349,32350,0,20367974,585,1000000,81296251770
2350,32351,0,19717125,628,1000000,81296251770
2351,32352,0,20141793,508,1000000,81296251770
2352,32353,0,20044517,661,1000000,81296251770
2353,32354,0,19439157,498,1000000,81296251770
2354,32355,0,20495431,645,1000000,81296251770
2355,32356,0,19801791,602,1000000,81296251770
2356,32357,0,20163230,591,1000000,81296251770
2357,32358,0,19951454,732,1000000,81296251770
2358,32359,0,19859183,625,1000000,81296251770
2359,32360,0,20094127,661,1000000,81296251770
2360,32361,0,19948873,591,1000000,81296251770
2361,32362,0,20079042,621,1000000,81296251770
2362,32363,0,19912207,598,1000000,81296251770
2363,32364,0,20194653,602,1000000,81296251770
2364,32365,0,20213412,625,1000000,81296251770
2365,32366,0,19429145,595,1000000,81296251770
2366,32367,0,20639411,478,1000000,81296251770
2367,32368,0,19555836,625,1000000,81296251770
2368,32369,0,20303689,578,1000000,81296251770
2369,32370,0,19769452,634,1000000,81296251770
2370,32371,0,19906467,665,1000000,81296251770
2371,32372,0,20424058,612,1000000,81296251770
2372,32373,0,19569844,561,1000000,81296251770
2373,32374,0,20031618,622,1000000,81296251770
2374,32375,0,20347353,554,1000000,81296251770
2375,32376,0,19585449,628,1000000,81296251770
2376,32377,0,20088177,591,1000000,81296251770
2377,32378,0,19924634,618,1000000,81296251770
2378,32379,0,20079969,658,1000000,81296251770
2379,32380,0,19476157,625,1000000,81296251770
2380,32381,0,20498292,662,1000000,81296251770
2381,32382,0,19653916,592,1000000,81296251770
2382,32383,0,20363805,625,1000000,81296251770
2383,32384,0,19699454,601,1000000,81296251770
2384,32385,0,20451243,598,1000000,81296251770
2385,32386,0,19960826,602,1000000,81296251770
2386,32387,0,19524809,584,1000000,81296251770
2387,32388,0,20534580,621,1000000,81296251770
2388,32389,0,19640640,578,1000000,81296251770
2389,32390,0,19936118,645,1000000,81296251770
2390,32391,0,20416715,595,1000000,81296251770
2391,32392,0,19474133,558,1000000,81296251770
2392,32393,0,20659667,628,1000000,81296251770
2393,32394,0,19912664,604,1000000,81296251770
2394,32395,0,19685223,634,1000000,81296251770
2395,32396,0,20302308,605,1000000,81296251770
2396,32397,0,19436888,598,1000000,81296251770
2397,32398,0,20487539,642,1000000,81296251770
2398,32399,0,19967778,625,1000000,81296251770
2399,32400,0,20148535,578,1000000,81296251770
2400,32401,0,19606693,608,1000000,81296251770
2401,32402,0,20487514,548,1000000,81296251770
2402,32403,0,19564674,601,1000000,81296251770
2403,32404,0,20042230,632,1000000,81296251770
2404,32405,0,20227015,592,1000000,81296251770
2405,32406,0,19312712,615,1000000,81296251770
2406,32407,0,19712506,578,1000000,81296251770
2407,32408,0,10739877,648,1000000,81296251770
2408,32409,0,20082098,598,1000000,81296251770
2409,32410,0,19862308,608,1000000,81296251770
2410,32411,0,20255318,628,1000000,81296251770
2411,32412,0,19828536,605,1000000,81296251770
2412,32413,0,20198008,631,1000000,81296251770
2413,32414,0,19675356,602,1000000,81296251770
2414,32415,0,20159494,658,1000000,81296251770
2415,32416,0,19376293,581,1000000,81296251770
2416,32417,0,20684033,622,1000000,81296251770
2417,32418,0,20102562,592,1000000,81296251770
2418,32419,0,19740991,661,1000000,81296251770
2419,32420,0,20006372,592,1000000,81296251770
2420,32421,0,20221951,625,1000000,81296251770
2421,32422,0,19050876,582,1000000,81296251770
2422,32423,0,10733686,625,1000000,81296251770
2423,32424,0,19982314,595,1000000,81296251770
2424,32425,0,19929633,635,1000000,81296251770
2425,32426,0,20325107,585,1000000,81296251770
2426,32427,0,19704742,601,1000000,81296251770
2427,32428,0,20253183,624,1000000,81296251770
2428,32429,0,19788288,578,1000000,81296251770
2429,32430,0,20126879,615,1000000,81296251770
2430,32431,0,19220313,575,1000000,81296251770
2431,32432,0,20646987,651,1000000,81296251770
2432,32433,0,20033352,581,1000000,81296251770
2433,32434,0,20035527,628,1000000,81296251770
2434,32435,0,19769212,624,1000000,81296251770
2435,32436,0,20312441,595,1000000,81296251770
2436,32437,0,19816669,1203,1000000,81296251770
2437,32438,0,19978168,638,1000000,81296251770
2438,32439,0,19284859,591,1000000,81296251770
2439,32440,0,20882624,582,1000000,81296251770
2440,32441,0,19751181,701,1000000,81296251770
2441,32442,0,20280486,611,1000000,81296251770
2442,32443,0,19472196,578,1000000,81296251770
2443,32444,0,20569325,632,1000000,81296251770
2444,32445,0,20078315,628,1000000,81296251770
2445,32446,0,19434044,655,1000000,81296251770
2446,32447,0,20155015,561,1000000,81296251770
2447,32448,0,20103322,608,1000000,81296251770
2448,32449,0,19899228,545,1000000,81296251770
2449,32450,0,20083561,659,1000000,81296251770
2450,32451,0,20295278,611,1000000,81296251770
2451,32452,0,19607495,615,1000000,81296251770
2452,32453,0,20138822,584,1000000,81296251770
2453,32454,0,19805977,625,1000000,81296251770
2454,32455,0,20001938,458,1000000,81296251770
2455,32456,0,20531044,628,1000000,81296251770
2456,32457,0,19561453,618,1000000,81296251770
2457,32458,0,20318862,465,1000000,81296251770
2458,32459,0,19430087,602,1000000,81296251770
2459,32460,0,20296517,561,1000000,81296251770
2460,32461,0,19995170,618,1000000,81296251770
2461,32462,0,20022891,598,1000000,81296251770
2462,32463,0,20006345,565,1000000,81296251770
2463,32464,0,20125125,621,1000000,81296251770
2464,32465,0,20079330,571,1000000,81296251770
2465,32466,0,19555340,628,1000000,81296251770
2466,32467,0,20239130,602,1000000,81296251770
2467,32468,0,19281079,655,1000000,81296251770
2468,32469,0,11063774,512,1000000,81296251770
2469,32470,0,19530605,548,1000000,81296251770
2470,32471,0,20025183,634,1000000,81296251770
2471,32472,0,20162215,605,1000000,81296251770
2472,32473,0,20108063,631,1000000,81296251770
2473,32474,0,19806479,501,1000000,81296251770
2474,32475,0,20104516,601,1000000,81296251770
2475,32476,0,19739773,624,1000000,81296251770
2476,32477,0,19333370,598,1000000,81296251770
2477,32478,0,10696718,478,1000000,81296251770
2478,32479,0,20162337,625,1000000,81296251770
2479,32480,0,20120240,622,1000000,81296251770
2480,32481,0,19848209,635,1000000,81296251770
2481,32482,0,20411954,598,1000000,81296251770
2482,32483,0,19599712,528,1000000,81296251770
2483,32484,0,20356434,632,1000000,81296251770
2484,32485,0,19555865,605,1000000,81296251770
2485,32486,0,19908955,544,1000000,81296251770
2486,32487,0,19980252,618,1000000,81296251770
2487,32488,0,19380977,595,1000000,81296251770
2488,32489,0,20862226,592,1000000,81296251770
2489,32490,0,19952233,608,1000000,81296251770
2490,32491,0,19875018,608,1000000,81296251770
2491,32492,0,19955493,624,1000000,81296251770
2492,32493,0,20421447,608,1000000,81296251770
2493,32494,0,19524703,541,1000000,81296251770
2494,32495,0,20197607,625,1000000,81296251770
2495,32496,0,20251977,611,1000000,81296251770
2496,32497,0,19532909,638,1000000,81296251770
2497,32498,0,20050525,608,1000000,81296251770
2498,32499,0,20301314,615,1000000,81296251770
2499,32500,0,20020696,625,1000000,81296251770
2500,32501,0,19768416,618,1000000,81296251770
2501,32502,0,20311968,608,1000000,81296251770
2502,32503,0,19728196,648,1000000,81296251770
2503,32504,0,19378658,501,1000000,81296251770
2504,32505,0,20533892,625,1000000,81296251770
2505,32506,0,20153861,598,1000000,81296251770
2506,32507,0,20155489,491,1000000,81296251770
2507,32508,0,19595185,615,1000000,81296251770
2508,32509,0,20142801,595,1000000,81296251770
2509,32510,0,19974068,652,1000000,81296251770
2510,32511,0,20038834,612,1000000,81296251770
2511,32512,0,19994945,455,1000000,81296251770
2512,32513,0,20009822,635,1000000,81296251770
2513,32514,0,20430754,604,1000000,81296251770
2514,32515,0,19477274,625,1000000,81296251770
2515,32516,0,20458836,625,1000000,81296251770
2516,32517,0,19541546,605,1000000,81296251770
2517,32518,0,20268486,471,1000000,81296251770
2518,32519,0,19497276,625,1000000,81296251770
2519,32520,0,20623107,589,1000000,81296251770
2520,32521,0,19883819,538,1000000,81296251770
2521,32522,0,19667038,638,1000000,81296251770
2522,32523,0,20224251,598,1000000,81296251770
2523,32524,0,19111857,618,1000000,81296251770
2524,32525,0,21101494,477,1000000,81296251770
2525,32526,0,19428128,651,1000000,81296251770
2526,32527,0,20519306,608,1000000,81296251770
2527,32528,0,19631045,648,1000000,81296251770
2528,32529,0,20354507,588,1000000,81296251770
2529,32530,0,20012040,624,1000000,81296251770
2530,32531,0,19900861,501,1000000,81296251770
2531,32532,0,20008128,621,1000000,81296251770
2532,32533,0,19761651,624,1000000,81296251770
2533,32534,0,20249174,588,1000000,81296251770
2534,32535,0,19834444,608,1000000,81296251770
2535,32536,0,19968436,628,1000000,81296251770
2536,32537,0,19969908,599,1000000,81296251770
2537,32538,0,20100972,602,1000000,81296251770
2538,32539,0,19858958,625,1000000,81296251770
2539,32540,0,20331999,481,1000000,81296251770
2540,32541,0,19762404,608,1000000,81296251770
2541,32542,0,19804164,615,1000000,81296251770
2542,32543,0,20227692,475,1000000,81296251770
2543,32544,0,19896408,618,1000000,81296251770
2544,32545,0,20110821,465,1000000,81296251770
2545,32546,0,20218061,624,1000000,81296251770
2546,32547,0,19384829,711,1000000,81296251770
2547,32548,0,20175407,594,1000000,81296251770
2548,32549,0,20387077,644,1000000,81296251770
2549,32550,0,19619810,578,1000000,81296251770
2550,32551,0,20153381,457,1000000,81296251770
2551,32552,0,20274359,615,1000000,81296251770
2552,32553,0,19449586,491,1000000,81296251770
2553,32554,0,20470417,628,1000000,81296251770
2554,32555,0,19949735,598,1000000,81296251770
2555,32556,0,19740975,755,1000000,81296251770
2556,32557,0,20141357,602,1000000,81296251770
2557,32558,0,19932088,745,1000000,81296251770
2558,32559,0,19360975,498,1000000,81296251770
2559,32560,0,10577486,578,1000000,81296251770
2560,32561,0,20075963,632,1000000,81296251770
2561,32562,0,19931811,548,1000000,81296251770
2562,32563,0,20301453,601,1000000,81296251770
2563,32564,0,19690053,602,1000000,81296251770
2564,32565,0,20199463,601,1000000,81296251770
2565,32566,0,19741481,612,1000000,81296251770
2566,32567,0,19917488,598,1000000,81296251770
2567,32568,0,19951643,595,1000000,81296251770
2568,32569,0,20381506,578,1000000,81296251770
2569,32570,0,19441956,514,1000000,81296251770
2570,32571,0,20547687,599,1000000,81296251770
2571,32572,0,19920890,501,1000000,81296251770
2572,32573,0,20136177,595,1000000,81296251770
2573,32574,0,20048290,598,1000000,81296251770
2574,32575,0,19457790,485,1000000,81296251770
2575,32576,0,10693907,608,1000000,81296251770
2576,32577,0,19491915,498,1000000,81296251770
2577,32578,0,20290065,584,1000000,81296251770
2578,32579,0,19699607,578,1000000,81296251770
2579,32580,0,19983342,755,1000000,81296251770
2580,32581,0,20010611,595,1000000,81296251770
2581,32582,0,19991344,582,1000000,81296251770
2582,32583,0,19399403,601,1000000,81296251770
2583,32584,0,10807288,621,1000000,81296251770
2584,32585,0,20173857,618,1000000,81296251770
2585,32586,0,19769087,628,1000000,81296251770
2586,32587,0,19989038,942,1000000,81296251770
2587,32588,0,20287223,729,1000000,81296251770
2588,32589,0,19191760,792,1000000,81296251770
2589,32590,0,10758855,748,1000000,81296251770
2590,32591,0,20070089,594,1000000,81296251770
2591,32592,0,19498967,514,1000000,81296251770
2592,32593,0,20089596,815,1000000,81296251770
2593,32594,0,20033414,718,1000000,81296251770
2594,32595,0,20364252,796,1000000,81296251770
2595,32596,0,19643610,488,1000000,81296251770
2596,32597,0,20290345,605,1000000,81296251770
2597,32598,0,19934077,599,1000000,81296251770
2598,32599,0,19642872,762,1000000,81296251770
2599,32600,0,19934072,608,1000000,81296251770
2600,32601,0,20571206,495,1000000,81296251770
2601,32602,0,19366599,491,1000000,81296251770
2602,32603,0,20361479,578,1000000,81296251770
2603,32604,0,20095528,595,1000000,81296251770
2604,32605,0,19629080,589,1000000,81296251770
2605,32606,0,20284687,819,1000000,81296251770
2606,32607,0,19867268,748,1000000,81296251770
2607,32608,0,19878577,528,1000000,81296251770
2608,32609,0,20231300,488,1000000,81296251770
2609,32610,0,19640824,595,1000000,81296251770
2610,32611,0,20019163,588,1000000,81296251770
2611,32612,0,20183228,612,1000000,81296251770
2612,32613,0,20010836,589,1000000,81296251770
2613,32614,0,19918963,615,1000000,81296251770
2614,32615,0,20039418,604,1000000,81296251770
2615,32616,0,20226794,712,1000000,81296251770
2616,32617,0,19877733,545,1000000,81296251770
2617,32618,0,19863760,508,1000000,81296251770
2618,32619,0,20047281,574,1000000,81296251770
2619,32620,0,19956850,515,1000000,81296251770
2620,32621,0,20602488,558,1000000,81296251770
2621,32622,0,19600630,615,1000000,81296251770
2622,32623,0,20177502,508,1000000,81296251770
2623,32624,0,19870988,628,1000000,81296251770
2624,32625,0,19914394,535,1000000,81296251770
2625,32626,0,20116796,565,1000000,81296251770
2626,32627,0,19810909,511,1000000,81296251770
2627,32628,0,19976817,588,1000000,81296251770
2628,32629,0,20270731,572,1000000,81296251770
2629,32630,0,19740270,565,1000000,81296251770
2630,32631,0,20085805,615,1000000,81296251770
2631,32632,0,19850178,588,1000000,81296251770
2632,32633,0,19958454,492,1000000,81296251770
2633,32634,0,20520883,544,1000000,81296251770
2634,32635,0,19692727,608,1000000,81296251770
2635,32636,0,19541586,555,1000000,81296251770
2636,32637,0,20269967,568,1000000,81296251770
2637,32638,0,19924166,739,1000000,81296251770
2638,32639,0,20362329,588,1000000,81296251770
