id,gsn,shardId,latency (ns),dataGenTime (ns),totalBytes,totalTime (ns)
1013,31014,0,20049006,552,1000000,81296251770
1014,31015,0,20125347,721,1000000,81296251770
1015,31016,0,19905242,488,1000000,81296251770
1016,31017,0,20057458,585,1000000,81296251770
1017,31018,0,20045204,571,1000000,81296251770
1018,31019,0,19770007,572,1000000,81296251770
1019,31020,0,20147128,584,1000000,81296251770
1020,31021,0,19104447,578,1000000,81296251770
1021,31022,0,20639564,562,1000000,81296251770
1022,31023,0,20126159,738,1000000,81296251770
1023,31024,0,20086107,582,1000000,81296251770
1024,31025,0,20154732,608,1000000,81296251770
1025,31026,0,19781654,591,1000000,81296251770
1026,31027,0,20467474,608,1000000,81296251770
1027,31028,0,19503154,568,1000000,81296251770
1028,31029,0,20026236,578,1000000,81296251770
1029,31030,0,20248613,564,1000000,81296251770
1030,31031,0,20156801,722,1000000,81296251770
1031,31032,0,19399671,582,1000000,81296251770
1032,31033,0,19927777,601,1000000,81296251770
1033,31034,0,20180385,608,1000000,81296251770
1034,31035,0,20234297,581,1000000,81296251770
1035,31036,0,19137485,748,1000000,81296251770
1036,31037,0,20889788,591,1000000,81296251770
1037,31038,0,20112989,552,1000000,81296251770
1038,31039,0,19368479,578,1000000,81296251770
1039,31040,0,20476138,582,1000000,81296251770
1040,31041,0,19949259,758,1000000,81296251770
1041,31042,0,20078589,558,1000000,81296251770
1042,31043,0,20067529,561,1000000,81296251770
1043,31044,0,19523098,591,1000000,81296251770
1044,31045,0,20308348,574,1000000,81296251770
1045,31046,0,20124581,608,1000000,81296251770
1046,31047,0,19676214,604,1000000,81296251770
1047,31048,0,20027814,602,1000000,81296251770
1048,31049,0,20091682,588,1000000,81296251770
1049,31050,0,20172486,578,1000000,81296251770
1050,31051,0,19153108,595,1000000,81296251770
1051,31052,0,10950265,755,1000000,81296251770
1052,31053,0,19889853,575,1000000,81296251770
1053,31054,0,19944351,625,1000000,81296251770
1054,31055,0,20009803,592,1000000,81296251770
1055,31056,0,19892736,772,1000000,81296251770
1056,31057,0,19938977,789,1000000,81296251770
1057,31058,0,19933020,601,1000000,81296251770
1058,31059,0,19986327,611,1000000,81296251770
1059,31060,0,20056957,588,1000000,81296251770
1060,31061,0,20128310,748,1000000,81296251770
1061,31062,0,19922606,575,1000000,81296251770
1062,31063,0,19956385,745,1000000,81296251770
1063,31064,0,19996782,588,1000000,81296251770
1064,31065,0,20046617,731,1000000,81296251770
1065,31066,0,20412040,605,1000000,81296251770
1066,31067,0,19973463,618,1000000,81296251770
1067,31068,0,19474126,575,1000000,81296251770
1068,31069,0,20178497,608,1000000,81296251770
1069,31070,0,19864303,612,1000000,81296251770
1070,31071,0,20067303,772,1000000,81296251770
1071,31072,0,20203650,674,1000000,81296251770
1072,31073,0,19768910,498,1000000,81296251770
1073,31074,0,20907009,572,1000000,81296251770
1074,31075,0,19196936,615,1000000,81296251770
1075,31076,0,19812112,591,1000000,81296251770
1076,31077,0,20142203,591,1000000,81296251770
1077,31078,0,19917612,595,1000000,81296251770
1078,31079,0,20051538,581,1000000,81296251770
1079,31080,0,20116844,514,1000000,81296251770
1080,31081,0,20144137,555,1000000,81296251770
1081,31082,0,19575037,491,1000000,81296251770
1082,31083,0,20411323,564,1000000,81296251770
1083,31084,0,19782493,591,1000000,81296251770
1084,31085,0,20266505,514,1000000,81296251770
1085,31086,0,20039139,598,1000000,81296251770
1086,31087,0,19737491,571,1000000,81296251770
1087,31088,0,19965625,598,1000000,81296251770
1088,31089,0,20030041,608,1000000,81296251770
1089,31090,0,19962100,568,1000000,81296251770
1090,31091,0,20443248,507,1000000,81296251770
1091,31092,0,19743505,648,1000000,81296251770
1092,31093,0,20107991,658,1000000,81296251770
1093,31094,0,19523615,581,1000000,81296251770
1094,31095,0,20195724,615,1000000,81296251770
1095,31096,0,19884200,595,1000000,81296251770
1096,31097,0,20298053,601,1000000,81296251770
1097,31098,0,20047080,534,1000000,81296251770
1098,31099,0,19381182,608,1000000,81296251770
1099,31100,0,20565888,632,1000000,81296251770
1100,31101,0,19983233,592,1000000,81296251770
1101,31102,0,19651204,631,1000000,81296251770
1102,31103,0,20183012,572,1000000,81296251770
1103,31104,0,19890675,635,1000000,81296251770
1104,31105,0,20188805,605,1000000,81296251770
1105,31106,0,20127788,635,1000000,81296251770
1106,31107,0,19717637,618,1000000,81296251770
1107,31108,0,20141274,555,1000000,81296251770
1108,31109,0,20267015,645,1000000,81296251770
1109,31110,0,19389113,609,1000000,81296251770
1110,31111,0,20239118,698,1000000,81296251770
1111,31112,0,20081481,594,1000000,81296251770
1112,31113,0,20071955,605,1000000,81296251770
1113,31114,0,19741163,561,1000000,81296251770
1114,31115,0,20035756,632,1000000,81296251770
1115,31116,0,19752101,615,1000000,81296251770
1116,31117,0,20617526,655,1000000,81296251770
1117,31118,0,19428920,662,1000000,81296251770
1118,31119,0,20071335,608,1000000,81296251770
1119,31120,0,20340299,672,1000000,81296251770
1120,31121,0,19833574,588,1000000,81296251770
1121,31122,0,20268859,629,1000000,81296251770
1122,31123,0,19898347,581,1000000,81296251770
1123,31124,0,19826016,668,1000000,81296251770
1124,31125,0,20003549,611,1000000,81296251770
1125,31126,0,20269189,661,1000000,81296251770
1126,31127,0,19421852,622,1000000,81296251770
1127,31128,0,20260705,595,1000000,81296251770
1128,31129,0,20294861,641,1000000,81296251770
1129,31130,0,19842839,561,1000000,81296251770
1130,31131,0,20272661,572,1000000,81296251770
1131,31132,0,19626923,594,1000000,81296251770
1132,31133,0,20301820,581,1000000,81296251770
1133,31134,0,19268855,491,1000000,81296251770
1134,31135,0,20492140,611,1000000,81296251770
1135,31136,0,19790155,574,1000000,81296251770
1136,31137,0,19862185,628,1000000,81296251770
1137,31138,0,20275406,598,1000000,81296251770
1138,31139,0,20340137,664,1000000,81296251770
1139,31140,0,19555172,622,1000000,81296251770
1140,31141,0,20304932,705,1000000,81296251770
1141,31142,0,19572806,591,1000000,81296251770
1142,31143,0,20249553,652,1000000,81296251770
1143,31144,0,20143076,564,1000000,81296251770
1144,31145,0,19121094,665,1000000,81296251770
1145,31146,0,20757451,702,1000000,81296251770
1146,31147,0,19752642,681,1000000,81296251770
1147,31148,0,20074225,652,1000000,81296251770
1148,31149,0,20264394,615,1000000,81296251770
1149,31150,0,20192254,642,1000000,81296251770
1150,31151,0,19699139,581,1000000,81296251770
1151,31152,0,19717821,592,1000000,81296251770
1152,31153,0,20492396,595,1000000,81296251770
1153,31154,0,19579726,488,1000000,81296251770
1154,31155,0,20175563,575,1000000,81296251770
1155,31156,0,20031250,598,1000000,81296251770
1156,31157,0,20007240,655,1000000,81296251770
1157,31158,0,19854207,678,1000000,81296251770
1158,31159,0,20514400,575,1000000,81296251770
1159,31160,0,19412451,588,1000000,81296251770
1160,31161,0,20321768,642,1000000,81296251770
1161,31162,0,19869359,588,1000000,81296251770
1162,31163,0,20030408,612,1000000,81296251770
1163,31164,0,20164416,642,1000000,81296251770
1164,31165,0,19758266,588,1000000,81296251770
1165,31166,0,19520546,659,1000000,81296251770
1166,31167,0,20750049,10391,1000000,81296251770
1167,31168,0,19687508,601,1000000,81296251770
1168,31169,0,20014586,574,1000000,81296251770
1169,31170,0,19883586,675,1000000,81296251770
1170,31171,0,19769307,598,1000000,81296251770
1171,31172,0,20644975,638,1000000,81296251770
1172,31173,0,19685575,635,1000000,81296251770
1173,31174,0,20250159,584,1000000,81296251770
1174,31175,0,19839675,665,1000000,81296251770
1175,31176,0,19892576,608,1000000,81296251770
1176,31177,0,20260917,585,1000000,81296251770
1177,31178,0,19816570,695,1000000,81296251770
1178,31179,0,19765607,608,1000000,81296251770
1179,31180,0,20272036,698,1000000,81296251770
1180,31181,0,19913182,605,1000000,81296251770
1181,31182,0,20045312,601,1000000,81296251770
1182,31183,0,19895644,558,1000000,81296251770
1183,31184,0,19995116,635,1000000,81296251770
1184,31185,0,19935949,598,1000000,81296251770
1185,31186,0,20322882,581,1000000,81296251770
1186,31187,0,19928198,588,1000000,81296251770
1187,31188,0,19881340,648,1000000,81296251770
1188,31189,0,20049108,562,1000000,81296251770
1189,31190,0,19860470,672,1000000,81296251770
1190,31191,0,19456815,595,1000000,81296251770
1191,31192,0,10795132,642,1000000,81296251770
1192,31193,0,19920732,594,1000000,81296251770
1193,31194,0,19892127,558,1000000,81296251770
1194,31195,0,19924832,632,1000000,81296251770
1195,31196,0,20349729,581,1000000,81296251770
1196,31197,0,19871859,638,1000000,81296251770
1197,31198,0,19811598,658,1000000,81296251770
1198,31199,0,19906065,682,1000000,81296251770
1199,31200,0,20085157,578,1000000,81296251770
1200,31201,0,20302596,701,1000000,81296251770
1201,31202,0,19991349,578,1000000,81296251770
1202,31203,0,19885160,558,1000000,81296251770
1203,31204,0,19977295,628,1000000,81296251770
1204,31205,0,19920828,591,1000000,81296251770
1205,31206,0,19666331,655,1000000,81296251770
1206,31207,0,20651809,602,1000000,81296251770
1207,31208,0,19351739,571,1000000,81296251770
1208,31209,0,20662474,611,1000000,81296251770
1209,31210,0,19319799,585,1000000,81296251770
1210,31211,0,20291209,629,1000000,81296251770
1211,31212,0,20332357,561,1000000,81296251770
1212,31213,0,19548777,652,1000000,81296251770
1213,31214,0,20133099,598,1000000,81296251770
1214,31215,0,19273610,612,1000000,81296251770
1215,31216,0,21068711,658,1000000,81296251770
1216,31217,0,19932903,608,1000000,81296251770
1217,31218,0,19816377,655,1000000,81296251770
1218,31219,0,19825690,591,1000000,81296251770
1219,31220,0,19979066,654,1000000,81296251770
1220,31221,0,20439639,585,1000000,81296251770
1221,31222,0,19478605,665,1000000,81296251770
1222,31223,0,19679314,615,1000000,81296251770
1223,31224,0,20683357,604,1000000,81296251770
1224,31225,0,19991977,568,1000000,81296251770
1225,31226,0,19969262,598,1000000,81296251770
1226,31227,0,20057046,578,1000000,81296251770
1227,31228,0,19813158,639,1000000,81296251770
1228,31229,0,20066171,615,1000000,81296251770
1229,31230,0,19960565,662,1000000,81296251770
1230,31231,0,20289660,588,1000000,81296251770
1231,31232,0,19418001,558,1000000,81296251770
1232,31233,0,20368842,705,1000000,81296251770
1233,31234,0,19753008,595,1000000,81296251770
1234,31235,0,20043299,608,1000000,81296251770
1235,31236,0,20271581,594,1000000,81296251770
1236,31237,0,19178721,612,1000000,81296251770
1237,31238,0,19892378,558,1000000,81296251770
1238,31239,0,20700239,582,1000000,81296251770
1239,31240,0,19878620,582,1000000,81296251770
1240,31241,0,20358075,655,1000000,81296251770
1241,31242,0,19962231,605,1000000,81296251770
1242,31243,0,19889659,599,1000000,81296251770
1243,31244,0,19813688,598,1000000,81296251770
1244,31245,0,20237977,641,1000000,81296251770
1245,31246,0,20244742,635,1000000,81296251770
1246,31247,0,19707977,568,1000000,81296251770
1247,31248,0,19814018,688,1000000,81296251770
1248,31249,0,19940451,602,1000000,81296251770
1249,31250,0,20069147,595,1000000,81296251770
1250,31251,0,20329762,662,1000000,81296251770
1251,31252,0,18959776,605,1000000,81296251770
1252,31253,0,20558382,582,1000000,81296251770
1253,31254,0,20099783,635,1000000,81296251770
1254,31255,0,19988828,602,1000000,81296251770
1255,31256,0,20277785,715,1000000,81296251770
1256,31257,0,20086953,578,1000000,81296251770
1257,31258,0,19797804,675,1000000,81296251770
1258,31259,0,19875419,595,1000000,81296251770
1259,31260,0,19970478,605,1000000,81296251770
1260,31261,0,20543767,595,1000000,81296251770
1261,31262,0,19790665,738,1000000,81296251770
1262,31263,0,19726523,578,1000000,81296251770
1263,31264,0,19800749,675,1000000,81296251770
1264,31265,0,20208747,602,1000000,81296251770
1265,31266,0,20203390,711,1000000,81296251770
1266,31267,0,19599511,487,1000000,81296251770
1267,31268,0,20295955,585,1000000,81296251770
1268,31269,0,20164806,679,1000000,81296251770
1269,31270,0,19912857,601,1000000,81296251770
1270,31271,0,19083451,638,1000000,81296251770
1271,31272,0,21124431,605,1000000,81296251770
1272,31273,0,19511097,678,1000000,81296251770
1273,31274,0,20165444,592,1000000,81296251770
1274,31275,0,19820445,572,1000000,81296251770
1275,31276,0,20034359,632,1000000,81296251770
1276,31277,0,20162293,594,1000000,81296251770
1277,31278,0,20000320,735,1000000,81296251770
1278,31279,0,19920413,601,1000000,81296251770
1279,31280,0,20130265,608,1000000,81296251770
1280,31281,0,19439597,661,1000000,81296251770
1281,31282,0,20837823,601,1000000,81296251770
1282,31283,0,19385933,655,1000000,81296251770
1283,31284,0,20552763,591,1000000,81296251770
1284,31285,0,19337549,705,1000000,81296251770
1285,31286,0,20121013,598,1000000,81296251770
1286,31287,0,19392052,588,1000000,81296251770
1287,31288,0,10679500,641,1000000,81296251770
1288,31289,0,20236067,512,1000000,81296251770
1289,31290,0,20021278,635,1000000,81296251770
1290,31291,0,20251965,585,1000000,81296251770
1291,31292,0,19449039,665,1000000,81296251770
1292,31293,0,20195840,598,1000000,81296251770
1293,31294,0,20143361,678,1000000,81296251770
1294,31295,0,19611671,585,1000000,81296251770
1295,31296,0,20171734,652,1000000,81296251770
1296,31297,0,19906720,585,1000000,81296251770
1297,31298,0,20337826,648,1000000,81296251770
1298,31299,0,19533686,584,1000000,81296251770
1299,31300,0,20261970,598,1000000,81296251770
1300,31301,0,19977470,652,1000000,81296251770
1301,31302,0,19867294,608,1000000,81296251770
1302,31303,0,20143800,682,1000000,81296251770
1303,31304,0,19944536,608,1000000,81296251770
1304,31305,0,19978300,639,1000000,81296251770
1305,31306,0,20178831,595,1000000,81296251770
1306,31307,0,20259664,641,1000000,81296251770
1307,31308,0,19657443,604,1000000,81296251770
1308,31309,0,20273693,635,1000000,81296251770
1309,31310,0,19316452,588,1000000,81296251770
1310,31311,0,19623884,642,1000000,81296251770
1311,31312,0,20459437,485,1000000,81296251770
1312,31313,0,19920836,598,1000000,81296251770
1313,31314,0,20282170,635,1000000,81296251770
1314,31315,0,20201390,514,1000000,81296251770
1315,31316,0,20059116,661,1000000,81296251770
1316,31317,0,19216736,612,1000000,81296251770
1317,31318,0,20312231,632,1000000,81296251770
1318,31319,0,20471417,615,1000000,81296251770
1319,31320,0,19904101,632,1000000,81296251770
1320,31321,0,19861106,701,1000000,81296251770
1321,31322,0,20298824,615,1000000,81296251770
1322,31323,0,19597911,682,1000000,81296251770
1323,31324,0,20072642,625,1000000,81296251770
1324,31325,0,20110289,658,1000000,81296251770
1325,31326,0,20267634,625,1000000,81296251770
1326,31327,0,19846540,662,1000000,81296251770
1327,31328,0,19776270,601,1000000,81296251770
1328,31329,0,19991101,631,1000000,81296251770
1329,31330,0,20097977,595,1000000,81296251770
1330,31331,0,20641783,581,1000000,81296251770
1331,31332,0,19211791,625,1000000,81296251770
1332,31333,0,20003784,632,1000000,81296251770
1333,31334,0,20157678,598,1000000,81296251770
1334,31335,0,20086576,602,1000000,81296251770
1335,31336,0,19045299,622,1000000,81296251770
1336,31337,0,20875419,602,1000000,81296251770
1337,31338,0,19747256,685,1000000,81296251770
1338,31339,0,20094739,625,1000000,81296251770
1339,31340,0,19941061,655,1000000,81296251770
1340,31341,0,20122307,591,1000000,81296251770
1341,31342,0,19966794,585,1000000,81296251770
1342,31343,0,20052858,708,1000000,81296251770
1343,31344,0,20286755,699,1000000,81296251770
1344,31345,0,19652710,581,1000000,81296251770
1345,31346,0,19974302,682,1000000,81296251770
1346,31347,0,20263864,588,1000000,81296251770
1347,31348,0,19681169,732,1000000,81296251770
1348,31349,0,20238314,685,1000000,81296251770
1349,31350,0,19874589,505,1000000,81296251770
1350,31351,0,19907768,638,1000000,81296251770
1351,31352,0,20125884,581,1000000,81296251770
1352,31353,0,20258467,665,1000000,81296251770
1353,31354,0,19708667,628,1000000,81296251770
1354,31355,0,20205807,618,1000000,81296251770
1355,31356,0,20277597,635,1000000,81296251770
1356,31357,0,19379395,601,1000000,81296251770
1357,31358,0,19609648,588,1000000,81296251770
1358,31359,0,10756693,644,1000000,81296251770
1359,31360,0,19627951,585,1000000,81296251770
1360,31361,0,20115605,671,1000000,81296251770
1361,31362,0,20165855,601,1000000,81296251770
1362,31363,0,20081029,578,1000000,81296251770
1363,31364,0,20221810,662,1000000,81296251770
1364,31365,0,19580656,598,1000000,81296251770
1365,31366,0,19973406,598,1000000,81296251770
1366,31367,0,20408952,695,1000000,81296251770
1367,31368,0,19694751,508,1000000,81296251770
1368,31369,0,19879136,632,1000000,81296251770
1369,31370,0,20367375,525,1000000,81296251770
1370,31371,0,19531348,679,1000000,81296251770
1371,31372,0,20436646,508,1000000,81296251770
1372,31373,0,18975601,659,1000000,81296251770
1373,31374,0,10737240,508,1000000,81296251770
1374,31375,0,20242230,625,1000000,81296251770
1375,31376,0,19770595,581,1000000,81296251770
1376,31377,0,20197580,659,1000000,81296251770
1377,31378,0,19857751,494,1000000,81296251770
1378,31379,0,20000097,608,1000000,81296251770
1379,31380,0,19993139,635,1000000,81296251770
1380,31381,0,20169438,595,1000000,81296251770
1381,31382,0,19707251,682,1000000,81296251770
1382,31383,0,20278816,594,1000000,81296251770
1383,31384,0,19634384,582,1000000,81296251770
1384,31385,0,20166333,662,1000000,81296251770
1385,31386,0,19929503,581,1000000,81296251770
1386,31387,0,19886893,662,1000000,81296251770
1387,31388,0,20308029,595,1000000,81296251770
1388,31389,0,19913207,1089,1000000,81296251770
1389,31390,0,20046223,582,1000000,81296251770
1390,31391,0,19903427,735,1000000,81296251770
1391,31392,0,19939954,598,1000000,81296251770
1392,31393,0,20355644,615,1000000,81296251770
1393,31394,0,19760678,678,1000000,81296251770
1394,31395,0,20128355,515,1000000,81296251770
1395,31396,0,19703425,632,1000000,81296251770
1396,31397,0,20231719,592,1000000,81296251770
1397,31398,0,19952782,682,1000000,81296251770
1398,31399,0,20037306,611,1000000,81296251770
1399,31400,0,19665118,662,1000000,81296251770
1400,31401,0,20174568,611,1000000,81296251770
1401,31402,0,20485404,629,1000000,81296251770
1402,31403,0,19551068,608,1000000,81296251770
1403,31404,0,20050521,608,1000000,81296251770
1404,31405,0,19840245,601,1000000,81296251770
1405,31406,0,19955642,701,1000000,81296251770
1406,31407,0,20108341,608,1000000,81296251770
1407,31408,0,20305875,661,1000000,81296251770
1408,31409,0,19481909,608,1000000,81296251770
1409,31410,0,20486843,578,1000000,81296251770
1410,31411,0,19709716,601,1000000,81296251770
1411,31412,0,19448655,598,1000000,81296251770
1412,31413,0,20530590,642,1000000,81296251770
1413,31414,0,19360669,495,1000000,81296251770
1414,31415,0,10860877,689,1000000,81296251770
1415,31416,0,19847837,511,1000000,81296251770
1416,31417,0,19845501,738,1000000,81296251770
1417,31418,0,20179013,598,1000000,81296251770
1418,31419,0,19152055,588,1000000,81296251770
1419,31420,0,10675063,708,1000000,81296251770
1420,31421,0,20163587,591,1000000,81296251770
1421,31422,0,20048374,665,1000000,81296251770
1422,31423,0,19768070,598,1000000,81296251770
1423,31424,0,20226749,641,1000000,81296251770
1424,31425,0,19816794,598,1000000,81296251770
1425,31426,0,19988715,632,1000000,81296251770
1426,31427,0,20789510,598,1000000,81296251770
1427,31428,0,18678216,628,1000000,81296251770
1428,31429,0,20603674,601,1000000,81296251770
1429,31430,0,20032453,645,1000000,81296251770
1430,31431,0,19927307,618,1000000,81296251770
1431,31432,0,20086844,591,1000000,81296251770
1432,31433,0,19905570,628,1000000,81296251770
1433,31434,0,20308608,498,1000000,81296251770
1434,31435,0,19412617,691,1000000,81296251770
1435,31436,0,20217119,498,1000000,81296251770
1436,31437,0,19959375,641,1000000,81296251770
1437,31438,0,20225529,508,1000000,81296251770
1438,31439,0,19782940,635,1000000,81296251770
1439,31440,0,19973298,658,1000000,81296251770
1440,31441,0,20188719,494,1000000,81296251770
1441,31442,0,19959854,635,1000000,81296251770
1442,31443,0,19961324,581,1000000,81296251770
1443,31444,0,20001014,632,1000000,81296251770
1444,31445,0,20304626,598,1000000,81296251770
1445,31446,0,19541782,702,1000000,81296251770
1446,31447,0,20199697,652,1000000,81296251770
1447,31448,0,20186061,504,1000000,81296251770
1448,31449,0,19887916,672,1000000,81296251770
1449,31450,0,19926254,612,1000000,81296251770
1450,31451,0,19542972,635,1000000,81296251770
1451,31452,0,20572344,511,1000000,81296251770
1452,31453,0,19686742,692,1000000,81296251770
1453,31454,0,20105998,592,1000000,81296251770
1454,31455,0,20124160,692,1000000,81296251770
1455,31456,0,20078280,588,1000000,81296251770
1456,31457,0,20177629,705,1000000,81296251770
1457,31458,0,19684913,678,1000000,81296251770
1458,31459,0,20191414,481,1000000,81296251770
1459,31460,0,19712428,608,1000000,81296251770
1460,31461,0,20324835,601,1000000,81296251770
1461,31462,0,19666632,595,1000000,81296251770
1462,31463,0,20225641,598,1000000,81296251770
1463,31464,0,20109114,604,1000000,81296251770
1464,31465,0,19623684,575,1000000,81296251770
1465,31466,0,20204294,595,1000000,81296251770
1466,31467,0,19928858,575,1000000,81296251770
1467,31468,0,20272276,608,1000000,81296251770
1468,31469,0,19597366,601,1000000,81296251770
1469,31470,0,20256880,591,1000000,81296251770
1470,31471,0,20066720,602,1000000,81296251770
1471,31472,0,20086093,588,1000000,81296251770
1472,31473,0,19966740,578,1000000,81296251770
1473,31474,0,19737887,591,1000000,81296251770
1474,31475,0,20071882,592,1000000,81296251770
1475,31476,0,19787906,588,1000000,81296251770
1476,31477,0,20105284,598,1000000,81296251770
1477,31478,0,20034959,588,1000000,81296251770
1478,31479,0,19922070,478,1000000,81296251770
1479,31480,0,20161930,608,1000000,81296251770
1480,31481,0,20182735,575,1000000,81296251770
1481,31482,0,19435455,595,1000000,81296251770
1482,31483,0,20778437,605,1000000,81296251770
1483,31484,0,19525894,612,1000000,81296251770
1484,31485,0,20494911,497,1000000,81296251770
1485,31486,0,19827512,498,1000000,81296251770
1486,31487,0,19274928,598,1000000,81296251770
1487,31488,0,19690956,594,1000000,81296251770
1488,31489,0,20774446,498,1000000,81296251770
1489,31490,0,19746158,595,1000000,81296251770
1490,31491,0,20497036,571,1000000,81296251770
1491,31492,0,19458566,599,1000000,81296251770
1492,31493,0,20431469,612,1000000,81296251770
1493,31494,0,19491294,581,1000000,81296251770
1494,31495,0,20293866,598,1000000,81296251770
1495,31496,0,19764125,594,1000000,81296251770
1496,31497,0,20200608,615,1000000,81296251770
1497,31498,0,20219558,578,1000000,81296251770
1498,31499,0,19410027,498,1000000,81296251770
1499,31500,0,19666852,608,1000000,81296251770
1500,31501,0,20512885,595,1000000,81296251770
1501,31502,0,20231958,601,1000000,81296251770
1502,31503,0,19811349,595,1000000,81296251770
1503,31504,0,20280102,582,1000000,81296251770
1504,31505,0,19159389,592,1000000,81296251770
1505,31506,0,10809798,578,1000000,81296251770
1506,31507,0,20041357,525,1000000,81296251770
1507,31508,0,19814831,608,1000000,81296251770
1508,31509,0,20031192,588,1000000,81296251770
1509,31510,0,20284904,591,1000000,81296251770
1510,31511,0,19902034,592,1000000,81296251770
1511,31512,0,20107128,604,1000000,81296251770
1512,31513,0,19540635,585,1000000,81296251770
1513,31514,0,19999062,595,1000000,81296251770
1514,31515,0,20309055,612,1000000,81296251770
1515,31516,0,19933548,588,1000000,81296251770
1516,31517,0,20082199,612,1000000,81296251770
1517,31518,0,19761311,592,1000000,81296251770
1518,31519,0,20322517,515,1000000,81296251770
1519,31520,0,20141063,582,1000000,81296251770
1520,31521,0,19522237,594,1000000,81296251770
1521,31522,0,20113183,581,1000000,81296251770
1522,31523,0,20068518,608,1000000,81296251770
1523,31524,0,20185764,538,1000000,81296251770
1524,31525,0,19951869,565,1000000,81296251770
1525,31526,0,18995730,571,1000000,81296251770
1526,31527,0,10634488,622,1000000,81296251770
1527,31528,0,20262608,541,1000000,81296251770
1528,31529,0,20002651,591,1000000,81296251770
1529,31530,0,20074056,638,1000000,81296251770
1530,31531,0,19767186,611,1000000,81296251770
1531,31532,0,20120907,592,1000000,81296251770
1532,31533,0,20085565,578,1000000,81296251770
1533,31534,0,20504393,594,1000000,81296251770
1534,31535,0,19167395,561,1000000,81296251770
1535,31536,0,20398112,541,1000000,81296251770
1536,31537,0,19785476,615,1000000,81296251770
1537,31538,0,19967057,612,1000000,81296251770
1538,31539,0,20127287,618,1000000,81296251770
1539,31540,0,19933905,551,1000000,81296251770
1540,31541,0,19598296,542,1000000,81296251770
1541,31542,0,20717089,595,1000000,81296251770
1542,31543,0,19652916,572,1000000,81296251770
1543,31544,0,19241443,562,1000000,81296251770
1544,31545,0,10939809,548,1000000,81296251770
1545,31546,0,19679694,468,1000000,81296251770
1546,31547,0,20132618,545,1000000,81296251770
1547,31548,0,20033706,565,1000000,81296251770
1548,31549,0,19752245,611,1000000,81296251770
1549,31550,0,20463739,545,1000000,81296251770
1550,31551,0,19463046,565,1000000,81296251770
1551,31552,0,19515233,591,1000000,81296251770
1552,31553,0,10691595,565,1000000,81296251770
1553,31554,0,20291742,544,1000000,81296251770
1554,31555,0,19062813,578,1000000,81296251770
1555,31556,0,20444977,572,1000000,81296251770
1556,31557,0,20481419,562,1000000,81296251770
1557,31558,0,19690877,558,1000000,81296251770
1558,31559,0,20230598,554,1000000,81296251770
1559,31560,0,20385420,612,1000000,81296251770
1560,31561,0,19696718,578,1000000,81296251770
1561,31562,0,19444728,745,1000000,81296251770
1562,31563,0,20229778,564,1000000,81296251770
1563,31564,0,20081623,574,1000000,81296251770
1564,31565,0,19268854,585,1000000,81296251770
1565,31566,0,20711707,564,1000000,81296251770
1566,31567,0,20060912,555,1000000,81296251770
1567,31568,0,20333716,578,1000000,81296251770
1568,31569,0,19428428,571,1000000,81296251770
1569,31570,0,20307818,581,1000000,81296251770
1570,31571,0,20326561,568,1000000,81296251770
1571,31572,0,19114310,488,1000000,81296251770
1572,31573,0,20777479,561,1000000,81296251770
1573,31574,0,19344810,568,1000000,81296251770
1574,31575,0,20627727,605,1000000,81296251770
1575,31576,0,19546401,598,1000000,81296251770
1576,31577,0,20850219,558,1000000,81296251770
1577,31578,0,19251903,542,1000000,81296251770
1578,31579,0,20279570,591,1000000,81296251770
1579,31580,0,19094305,554,1000000,81296251770
1580,31581,0,10758471,558,1000000,81296251770
1581,31582,0,20329470,588,1000000,81296251770
1582,31583,0,19681430,508,1000000,81296251770
1583,31584,0,19908077,544,1000000,81296251770
1584,31585,0,20072814,608,1000000,81296251770
1585,31586,0,19463156,591,1000000,81296251770
1586,31587,0,19806981,575,1000000,81296251770
1587,31588,0,10880367,572,1000000,81296251770
1588,31589,0,20227594,545,1000000,81296251770
1589,31590,0,19355786,554,1000000,81296251770
1590,31591,0,20232097,608,1000000,81296251770
1591,31592,0,19951451,558,1000000,81296251770
1592,31593,0,19239767,618,1000000,81296251770
1593,31594,0,10638380,578,1000000,81296251770
1594,31595,0,20117833,598,1000000,81296251770
1595,31596,0,19989578,591,1000000,81296251770
1596,31597,0,20425956,498,1000000,81296251770
1597,31598,0,19623356,605,1000000,81296251770
1598,31599,0,19821604,598,1000000,81296251770
1599,31600,0,20119827,598,1000000,81296251770
1600,31601,0,20078505,578,1000000,81296251770
1601,31602,0,20243520,578,1000000,81296251770
1602,31603,0,19595618,598,1000000,81296251770
1603,31604,0,19296243,581,1000000,81296251770
1604,31605,0,10671136,591,1000000,81296251770
1605,31606,0,19942125,578,1000000,81296251770
1606,31607,0,20073116,608,1000000,81296251770
1607,31608,0,20303437,575,1000000,81296251770
1608,31609,0,19351191,511,1000000,81296251770
1609,31610,0,20567921,501,1000000,81296251770
1610,31611,0,19891950,631,1000000,81296251770
1611,31612,0,20451716,602,1000000,81296251770
1612,31613,0,19706015,601,1000000,81296251770
1613,31614,0,19603512,645,1000000,81296251770
1614,31615,0,20293247,595,1000000,81296251770
1615,31616,0,20089354,594,1000000,81296251770
1616,31617,0,19425619,612,1000000,81296251770
1617,31618,0,20299783,578,1000000,81296251770
1618,31619,0,20209364,614,1000000,81296251770
