id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,4,0,6780486,31064,833300,29567599165
1,9,0,3828586,806,833300,29567599165
2,14,0,3340129,834,833300,29567599165
3,21,0,3383057,364,833300,29567599165
4,28,0,3703978,485,833300,29567599165
5,36,0,2919530,423,833300,29567599165
6,46,0,3043073,240,833300,29567599165
7,57,0,5084107,546,833300,29567599165
8,65,0,3152034,764,833300,29567599165
9,77,0,3168034,451,833300,29567599165
10,87,0,3411909,519,833300,29567599165
11,99,0,5465948,213,833300,29567599165
12,115,0,3932929,659,833300,29567599165
13,127,0,4639344,568,833300,29567599165
14,135,0,3280602,315,833300,29567599165
15,147,0,3673113,501,833300,29567599165
16,162,0,3603930,832,833300,29567599165
17,177,0,3834621,664,833300,29567599165
18,189,0,3346522,429,833300,29567599165
19,198,0,3050680,589,833300,29567599165
20,211,0,3463431,451,833300,29567599165
21,225,0,3312148,531,833300,29567599165
22,236,0,3639209,715,833300,29567599165
23,249,0,3168957,551,833300,29567599165
24,263,0,2972153,595,833300,29567599165
25,273,0,2999411,351,833300,29567599165
26,286,0,3601347,548,833300,29567599165
27,297,0,3197660,582,833300,29567599165
28,310,0,4383715,571,833300,29567599165
29,322,0,3138773,775,833300,29567599165
30,334,0,3097229,645,833300,29567599165
31,343,0,3692463,504,833300,29567599165
32,355,0,2705283,588,833300,29567599165
33,367,0,2659594,594,833300,29567599165
34,379,0,3216715,568,833300,29567599165
35,391,0,4102267,645,833300,29567599165
36,404,0,3580869,564,833300,29567599165
37,411,0,3188827,545,833300,29567599165
38,423,0,3262148,288,833300,29567599165
39,435,0,3488501,447,833300,29567599165
40,447,0,3844154,608,833300,29567599165
41,459,0,4130436,397,833300,29567599165
42,472,0,6176049,571,833300,29567599165
43,484,0,3300016,775,833300,29567599165
44,501,0,3722372,1256,833300,29567599165
45,516,0,3637786,678,833300,29567599165
46,528,0,5734690,718,833300,29567599165
47,539,0,3603034,672,833300,29567599165
48,552,0,3401237,608,833300,29567599165
49,561,0,3311991,675,833300,29567599165
50,571,0,2876807,621,833300,29567599165
51,581,0,3184904,685,833300,29567599165
52,593,0,2862094,428,833300,29567599165
53,605,0,4687795,471,833300,29567599165
54,623,0,4023069,635,833300,29567599165
55,638,0,4535862,721,833300,29567599165
56,650,0,3691101,707,833300,29567599165
57,661,0,3734149,539,833300,29567599165
58,672,0,3379720,1367,833300,29567599165
59,687,0,5930341,782,833300,29567599165
60,699,0,3946197,644,833300,29567599165
61,710,0,4029973,290,833300,29567599165
62,724,0,3785929,628,833300,29567599165
63,736,0,3347557,1256,833300,29567599165
64,748,0,3260143,678,833300,29567599165
65,760,0,3242803,611,833300,29567599165
66,772,0,4328550,535,833300,29567599165
67,780,0,2670710,528,833300,29567599165
68,792,0,3098496,548,833300,29567599165
69,804,0,3438550,364,833300,29567599165
70,816,0,3401986,519,833300,29567599165
71,828,0,3538706,401,833300,29567599165
72,840,0,3877268,611,833300,29567599165
73,852,0,7201067,552,833300,29567599165
74,855,0,3128763,802,833300,29567599165
75,866,0,3485820,518,833300,29567599165
76,888,0,4155374,634,833300,29567599165
77,899,0,3621758,595,833300,29567599165
78,911,0,3271346,635,833300,29567599165
79,924,0,4034125,15312,833300,29567599165
80,938,0,3771779,528,833300,29567599165
81,948,0,3550688,636,833300,29567599165
82,960,0,3408167,382,833300,29567599165
