id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,5,0,5306069,35349,833300,28796053410
1,8,0,3485212,507,833300,28796053410
2,13,0,3544376,494,833300,28796053410
3,20,0,3949806,359,833300,28796053410
4,30,0,3507237,382,833300,28796053410
5,39,0,3406707,384,833300,28796053410
6,50,0,3731717,375,833300,28796053410
7,58,0,4912827,551,833300,28796053410
8,71,0,3927500,542,833300,28796053410
9,85,0,3248894,496,833300,28796053410
10,96,0,5671383,398,833300,28796053410
11,106,0,2635419,541,833300,28796053410
12,118,0,4029527,457,833300,28796053410
13,129,0,4056634,533,833300,28796053410
14,142,0,3342703,538,833300,28796053410
15,153,0,2977817,417,833300,28796053410
16,160,0,3065131,561,833300,28796053410
17,173,0,3741016,685,833300,28796053410
18,186,0,3391887,578,833300,28796053410
19,202,0,3976710,711,833300,28796053410
20,215,0,3206617,721,833300,28796053410
21,227,0,3079017,498,833300,28796053410
22,238,0,3379149,384,833300,28796053410
23,248,0,2961778,499,833300,28796053410
24,260,0,3136701,461,833300,28796053410
25,271,0,3041028,554,833300,28796053410
26,283,0,3497394,551,833300,28796053410
27,294,0,3233487,752,833300,28796053410
28,307,0,4245488,621,833300,28796053410
29,316,0,2719457,582,833300,28796053410
30,328,0,3252588,608,833300,28796053410
31,339,0,2897092,538,833300,28796053410
32,353,0,2780476,748,833300,28796053410
33,362,0,3369739,598,833300,28796053410
34,378,0,3522683,525,833300,28796053410
35,387,0,4106704,632,833300,28796053410
36,400,0,3670396,608,833300,28796053410
37,413,0,4088078,658,833300,28796053410
38,426,0,3221523,421,833300,28796053410
39,436,0,4733031,431,833300,28796053410
40,450,0,3647388,474,833300,28796053410
41,463,0,2990917,545,833300,28796053410
42,473,0,5565345,538,833300,28796053410
43,487,0,3172465,755,833300,28796053410
44,499,0,3239355,445,833300,28796053410
45,510,0,4034402,578,833300,28796053410
46,523,0,5601944,665,833300,28796053410
47,533,0,3682917,788,833300,28796053410
48,546,0,3636045,1203,833300,28796053410
49,559,0,3084198,314,833300,28796053410
50,576,0,3479081,638,833300,28796053410
51,587,0,3514227,689,833300,28796053410
52,597,0,2378246,618,833300,28796053410
53,611,0,4158452,595,833300,28796053410
54,617,0,3996896,648,833300,28796053410
55,630,0,4489136,549,833300,28796053410
56,639,0,2361222,588,833300,28796053410
57,651,0,3516893,531,833300,28796053410
58,664,0,3085231,1269,833300,28796053410
59,675,0,2531861,642,833300,28796053410
60,683,0,5649385,725,833300,28796053410
61,695,0,3638147,511,833300,28796053410
62,706,0,3302486,524,833300,28796053410
63,718,0,3314968,718,833300,28796053410
64,731,0,3535059,796,833300,28796053410
65,743,0,2946446,1487,833300,28796053410
66,754,0,3044973,474,833300,28796053410
67,767,0,4046046,761,833300,28796053410
68,777,0,4041119,601,833300,28796053410
69,791,0,2621876,625,833300,28796053410
70,801,0,2675811,485,833300,28796053410
71,808,0,3787609,695,833300,28796053410
72,826,0,3756005,598,833300,28796053410
73,834,0,4736334,582,833300,28796053410
74,842,0,7644894,852,833300,28796053410
75,861,0,3283851,735,833300,28796053410
76,868,0,3141408,596,833300,28796053410
77,880,0,3294801,645,833300,28796053410
78,894,0,4046365,14430,833300,28796053410
79,908,0,3494725,626,833300,28796053410
80,919,0,3240841,578,833300,28796053410
81,930,0,4700244,715,833300,28796053410
82,943,0,3477875,645,833300,28796053410
83,954,0,3589834,749,833300,28796053410
84,967,0,3406989,802,833300,28796053410
85,978,0,2536515,532,833300,28796053410
86,990,0,3856717,431,833300,28796053410
87,1002,0,2918658,434,833300,28796053410
88,1014,0,3243755,659,833300,28796053410
89,1026,0,2850923,685,833300,28796053410
90,1038,0,3665376,564,833300,28796053410
91,1052,0,3807896,1136,833300,28796053410
92,1063,0,2424584,645,833300,28796053410
93,1077,0,3174165,769,833300,28796053410
94,1086,0,4691032,789,833300,28796053410
95,1101,0,3397356,463,833300,28796053410
96,1114,0,3962737,282,833300,28796053410
97,1123,0,3524901,701,833300,28796053410
98,1136,0,3202021,504,833300,28796053410
99,1148,0,4005682,437,833300,28796053410
100,1163,0,3039245,447,833300,28796053410
101,1173,0,3474798,576,833300,28796053410
102,1189,0,4354949,338,833300,28796053410
103,1198,0,16459981,632,833300,28796053410
104,1209,0,4350284,718,833300,28796053410
105,1222,0,2857896,591,833300,28796053410
106,1232,0,3071453,645,833300,28796053410
107,1246,0,3090425,619,833300,28796053410
108,1256,0,2468183,521,833300,28796053410
109,1269,0,3139989,471,833300,28796053410
110,1281,0,2635263,404,833300,28796053410
111,1289,0,4197704,729,833300,28796053410
112,1300,0,5172016,612,833300,28796053410
113,1314,0,2861836,575,833300,28796053410
114,1326,0,3590098,522,833300,28796053410
115,1335,0,3078629,705,833300,28796053410
116,1348,0,3489746,631,833300,28796053410
117,1360,0,2864061,558,833300,28796053410
118,1373,0,3161216,732,833300,28796053410
119,1386,0,3151866,528,833300,28796053410
120,1400,0,4065458,287,833300,28796053410
121,1413,0,3425941,16575,833300,28796053410
122,1428,0,2682153,591,833300,28796053410
123,1437,0,3101075,641,833300,28796053410
124,1454,0,3563436,658,833300,28796053410
125,1466,0,2455684,323,833300,28796053410
126,1478,0,3651441,518,833300,28796053410
127,1485,0,3121418,262,833300,28796053410
128,1497,0,2993938,701,833300,28796053410
129,1509,0,2913430,628,833300,28796053410
130,1520,0,2538023,605,833300,28796053410
131,1532,0,3713730,668,833300,28796053410
132,1545,0,9770957,541,833300,28796053410
133,1557,0,6350981,619,833300,28796053410
134,1569,0,3776957,652,833300,28796053410
135,1581,0,3139094,568,833300,28796053410
136,1593,0,2978891,337,833300,28796053410
137,1604,0,3138219,304,833300,28796053410
138,1619,0,3311780,522,833300,28796053410
139,1630,0,3835472,578,833300,28796053410
140,1642,0,3071997,566,833300,28796053410
141,1652,0,3802170,669,833300,28796053410
142,1667,0,3732971,584,833300,28796053410
143,1679,0,3448113,628,833300,28796053410
144,1691,0,2939758,582,833300,28796053410
145,1704,0,4622889,521,833300,28796053410
146,1715,0,2926775,415,833300,28796053410
147,1727,0,2907630,331,833300,28796053410
148,1734,0,3232238,534,833300,28796053410
149,1744,0,3320448,705,833300,28796053410
150,1756,0,4040362,404,833300,28796053410
151,1767,0,2944241,1062,833300,28796053410
152,1780,0,3467427,691,833300,28796053410
153,1795,0,3682393,702,833300,28796053410
154,1806,0,3372021,594,833300,28796053410
155,1818,0,3167334,498,833300,28796053410
156,1831,0,3869752,381,833300,28796053410
157,1842,0,3026946,478,833300,28796053410
158,1855,0,3362977,698,833300,28796053410
159,1863,0,3581206,477,833300,28796053410
160,1880,0,3539550,351,833300,28796053410
161,1892,0,3770852,309,833300,28796053410
162,1907,0,4086393,528,833300,28796053410
163,1919,0,3428994,555,833300,28796053410
164,1931,0,2584343,531,833300,28796053410
165,1943,0,3250159,351,833300,28796053410
166,1957,0,3528416,515,833300,28796053410
167,1968,0,3230674,628,833300,28796053410
168,1980,0,3067861,638,833300,28796053410
169,1995,0,3071198,605,833300,28796053410
170,2007,0,3939908,538,833300,28796053410
171,2013,0,2997488,556,833300,28796053410
172,2021,0,3472559,548,833300,28796053410
173,2035,0,3785854,641,833300,28796053410
174,2046,0,2534267,632,833300,28796053410
175,2062,0,3573174,605,833300,28796053410
176,2073,0,2726639,186,833300,28796053410
177,2085,0,2697862,391,833300,28796053410
178,2099,0,3721988,551,833300,28796053410
179,2109,0,3530001,468,833300,28796053410
180,2121,0,3070456,589,833300,28796053410
181,2133,0,2469355,525,833300,28796053410
182,2145,0,2926430,655,833300,28796053410
183,2154,0,2648425,581,833300,28796053410
184,2165,0,2679062,455,833300,28796053410
185,2178,0,3631002,588,833300,28796053410
186,2189,0,2431059,732,833300,28796053410
187,2200,0,3041145,512,833300,28796053410
188,2211,0,3341069,588,833300,28796053410
189,2223,0,2826507,561,833300,28796053410
190,2235,0,2979671,578,833300,28796053410
191,2246,0,3094614,972,833300,28796053410
192,2259,0,2781679,561,833300,28796053410
193,2270,0,3288591,624,833300,28796053410
194,2282,0,3035548,335,833300,28796053410
195,2292,0,4102973,699,833300,28796053410
196,2303,0,2664518,413,833300,28796053410
197,2316,0,3621618,722,833300,28796053410
198,2329,0,3760672,454,833300,28796053410
199,2339,0,6025552,226,833300,28796053410
200,2352,0,2995302,635,833300,28796053410
201,2364,0,2724375,357,833300,28796053410
202,2376,0,2583847,651,833300,28796053410
203,2387,0,5520442,17898,833300,28796053410
204,2394,0,3043768,398,833300,28796053410
205,2409,0,3142319,1128,833300,28796053410
206,2419,0,2654261,516,833300,28796053410
207,2429,0,3304685,444,833300,28796053410
208,2440,0,2704533,581,833300,28796053410
209,2452,0,2756467,538,833300,28796053410
210,2461,0,2948385,474,833300,28796053410
211,2473,0,3249198,588,833300,28796053410
