id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,207,0,3324808,52523,1000000,29765172865
1,217,0,2704796,486,1000000,29765172865
2,227,0,2462775,376,1000000,29765172865
3,237,0,2426872,456,1000000,29765172865
4,247,0,2294167,369,1000000,29765172865
5,250,0,2573103,532,1000000,29765172865
6,260,0,2665204,351,1000000,29765172865
7,271,0,3221214,550,1000000,29765172865
8,280,0,2744236,481,1000000,29765172865
9,290,0,2777482,502,1000000,29765172865
10,300,0,2626044,381,1000000,29765172865
11,310,0,2525881,329,1000000,29765172865
12,320,0,3036420,294,1000000,29765172865
13,332,0,2699884,451,1000000,29765172865
14,343,0,2531891,361,1000000,29765172865
15,353,0,2807950,377,1000000,29765172865
16,363,0,3125633,558,1000000,29765172865
17,373,0,2557953,468,1000000,29765172865
18,382,0,2794067,544,1000000,29765172865
19,394,0,2631174,555,1000000,29765172865
20,404,0,2599483,391,1000000,29765172865
21,414,0,2875394,715,1000000,29765172865
22,423,0,3047944,595,1000000,29765172865
23,434,0,3006888,438,1000000,29765172865
24,444,0,2919374,508,1000000,29765172865
25,455,0,3060059,518,1000000,29765172865
26,467,0,3442950,477,1000000,29765172865
27,475,0,2900900,641,1000000,29765172865
28,488,0,3613238,554,1000000,29765172865
29,497,0,4824167,674,1000000,29765172865
30,506,0,1902738,447,1000000,29765172865
31,516,0,2609570,644,1000000,29765172865
32,525,0,2594522,448,1000000,29765172865
33,536,0,3070708,575,1000000,29765172865
34,542,0,3147236,512,1000000,29765172865
35,554,0,3570582,544,1000000,29765172865
36,562,0,3091900,648,1000000,29765172865
37,572,0,2516673,614,1000000,29765172865
38,583,0,2666088,394,1000000,29765172865
39,592,0,3596840,458,1000000,29765172865
40,602,0,2263695,618,1000000,29765172865
41,612,0,2248442,705,1000000,29765172865
42,621,0,4770057,584,1000000,29765172865
43,631,0,3367357,1106,1000000,29765172865
44,641,0,4703040,482,1000000,29765172865
45,651,0,3063193,521,1000000,29765172865
46,655,0,4916172,558,1000000,29765172865
47,665,0,3897215,662,1000000,29765172865
48,679,0,10433075,792,1000000,29765172865
49,691,0,3891194,672,1000000,29765172865
50,702,0,3177928,675,1000000,29765172865
51,713,0,4642650,11434,1000000,29765172865
52,719,0,2082028,515,1000000,29765172865
53,729,0,2873340,558,1000000,29765172865
54,739,0,3221526,558,1000000,29765172865
55,749,0,2556746,695,1000000,29765172865
56,759,0,2858989,628,1000000,29765172865
57,769,0,2969911,598,1000000,29765172865
58,779,0,2374130,491,1000000,29765172865
59,790,0,2851305,632,1000000,29765172865
60,800,0,2821211,458,1000000,29765172865
61,810,0,2402700,1262,1000000,29765172865
62,820,0,4708607,631,1000000,29765172865
63,831,0,2108315,756,1000000,29765172865
64,839,0,2843820,591,1000000,29765172865
65,849,0,2615865,792,1000000,29765172865
66,855,0,3211837,404,1000000,29765172865
67,867,0,2524070,662,1000000,29765172865
68,880,0,2876363,591,1000000,29765172865
69,892,0,2975711,729,1000000,29765172865
70,899,0,3469973,478,1000000,29765172865
71,912,0,3106591,1323,1000000,29765172865
