id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,22,0,3265862,30023,500000,17294108458
1,30,0,3566157,611,500000,17294108458
2,38,0,3035086,674,500000,17294108458
3,47,0,3754189,507,500000,17294108458
4,59,0,2863391,533,500000,17294108458
5,70,0,3885514,745,500000,17294108458
6,80,0,2886442,234,500000,17294108458
7,93,0,3280556,371,500000,17294108458
8,105,0,3351205,384,500000,17294108458
9,121,0,4339401,367,500000,17294108458
10,128,0,3560751,429,500000,17294108458
11,143,0,3849744,339,500000,17294108458
12,161,0,3975182,5287,500000,17294108458
13,179,0,2692322,325,500000,17294108458
14,197,0,3224799,360,500000,17294108458
15,212,0,2761497,267,500000,17294108458
16,228,0,3270087,802,500000,17294108458
17,245,0,2807675,311,500000,17294108458
18,261,0,2822973,160,500000,17294108458
19,282,0,3408044,327,500000,17294108458
20,301,0,2435476,444,500000,17294108458
21,317,0,4538511,384,500000,17294108458
22,332,0,2523455,463,500000,17294108458
23,351,0,3456174,354,500000,17294108458
24,369,0,3077115,426,500000,17294108458
25,390,0,7278467,335,500000,17294108458
26,414,0,3871518,533,500000,17294108458
27,437,0,3512208,505,500000,17294108458
28,451,0,3401624,575,500000,17294108458
29,477,0,3342225,498,500000,17294108458
30,495,0,2792293,535,500000,17294108458
31,521,0,3324030,455,500000,17294108458
32,535,0,6266440,367,500000,17294108458
33,561,0,2874495,708,500000,17294108458
34,581,0,2926694,534,500000,17294108458
35,597,0,4095052,642,500000,17294108458
36,619,0,3236958,536,500000,17294108458
37,646,0,4377071,887,500000,17294108458
38,663,0,6560189,438,500000,17294108458
39,684,0,2914218,448,500000,17294108458
40,698,0,3212573,581,500000,17294108458
41,712,0,2339680,505,500000,17294108458
42,731,0,3471473,618,500000,17294108458
43,750,0,3051586,381,500000,17294108458
44,770,0,2600558,206,500000,17294108458
45,781,0,2899774,622,500000,17294108458
46,801,0,3230887,366,500000,17294108458
47,821,0,2591037,1126,500000,17294108458
