id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,150,0,5057869,41931,500000,17276523295
1,167,0,3154423,344,500000,17276523295
2,184,0,2407255,306,500000,17276523295
3,203,0,3696042,376,500000,17276523295
4,221,0,2545670,313,500000,17276523295
5,237,0,3551330,457,500000,17276523295
6,255,0,3038584,403,500000,17276523295
7,275,0,3029862,464,500000,17276523295
8,296,0,3545161,400,500000,17276523295
9,310,0,4982034,292,500000,17276523295
10,330,0,2790021,371,500000,17276523295
11,353,0,3367137,584,500000,17276523295
12,367,0,3042101,693,500000,17276523295
13,387,0,6965704,361,500000,17276523295
14,407,0,2434788,386,500000,17276523295
15,427,0,3490576,434,500000,17276523295
16,446,0,2894092,421,500000,17276523295
17,459,0,2834547,418,500000,17276523295
18,478,0,2960817,333,500000,17276523295
19,499,0,2606786,806,500000,17276523295
20,519,0,3464854,538,500000,17276523295
21,540,0,6070840,645,500000,17276523295
22,555,0,2899621,581,500000,17276523295
23,574,0,3201790,575,500000,17276523295
24,600,0,3929600,554,500000,17276523295
25,617,0,3302509,485,500000,17276523295
26,641,0,3655072,538,500000,17276523295
27,660,0,7031841,735,500000,17276523295
28,681,0,3094513,678,500000,17276523295
29,694,0,3320345,591,500000,17276523295
30,714,0,3183181,363,500000,17276523295
31,734,0,3310846,585,500000,17276523295
32,755,0,3679457,403,500000,17276523295
33,776,0,3169680,240,500000,17276523295
34,797,0,3027805,526,500000,17276523295
35,817,0,3308590,309,500000,17276523295
36,838,0,2499561,570,500000,17276523295
37,859,0,3542847,358,500000,17276523295
38,878,0,2365816,433,500000,17276523295
39,899,0,2996315,524,500000,17276523295
40,919,0,3103161,496,500000,17276523295
41,939,0,3214824,327,500000,17276523295
42,959,0,3154614,518,500000,17276523295
43,974,0,5169119,602,500000,17276523295
44,990,0,3398220,558,500000,17276523295
45,1007,0,3409815,488,500000,17276523295
46,1027,0,2765880,605,500000,17276523295
47,1045,0,3359538,458,500000,17276523295
48,1066,0,6187417,515,500000,17276523295
49,1087,0,3091526,598,500000,17276523295
50,1111,0,4214510,638,500000,17276523295
51,1133,0,4580515,451,500000,17276523295
52,1154,0,2926036,655,500000,17276523295
53,1171,0,2526834,511,500000,17276523295
54,1191,0,3074800,466,500000,17276523295
55,1213,0,3278637,712,500000,17276523295
56,1232,0,3445581,404,500000,17276523295
57,1249,0,3341222,612,500000,17276523295
58,1270,0,3192294,501,500000,17276523295
59,1293,0,3619552,232,500000,17276523295
60,1316,0,3249170,702,500000,17276523295
61,1329,0,3845393,296,500000,17276523295
62,1356,0,4181139,230,500000,17276523295
63,1378,0,3540631,334,500000,17276523295
64,1394,0,2767479,608,500000,17276523295
65,1409,0,2591708,749,500000,17276523295
66,1426,0,4155269,585,500000,17276523295
67,1446,0,2801625,553,500000,17276523295
68,1470,0,3170633,518,500000,17276523295
69,1485,0,2933564,546,500000,17276523295
70,1507,0,2910118,456,500000,17276523295
71,1527,0,2888956,421,500000,17276523295
72,1543,0,3832481,205,500000,17276523295
73,1572,0,4011942,401,500000,17276523295
74,1592,0,2969333,341,500000,17276523295
75,1612,0,3382525,625,500000,17276523295
76,1633,0,3408623,384,500000,17276523295
77,1653,0,2709804,499,500000,17276523295
78,1662,0,4986753,574,500000,17276523295
79,1686,0,4279926,501,500000,17276523295
80,1701,0,3210210,419,500000,17276523295
81,1716,0,3623335,215,500000,17276523295
82,1741,0,2960166,642,500000,17276523295
83,1755,0,3001088,692,500000,17276523295
84,1776,0,2850289,618,500000,17276523295
85,1794,0,3122275,1002,500000,17276523295
86,1815,0,2825909,645,500000,17276523295
87,1835,0,3133310,611,500000,17276523295
88,1854,0,2900112,381,500000,17276523295
89,1876,0,2761357,196,500000,17276523295
90,1896,0,3172800,556,500000,17276523295
91,1916,0,2857710,205,500000,17276523295
92,1936,0,3245048,571,500000,17276523295
93,1954,0,3220335,498,500000,17276523295
94,1971,0,3251614,285,500000,17276523295
95,1994,0,3650028,577,500000,17276523295
96,2009,0,5118079,667,500000,17276523295
97,2032,0,2942422,8873,500000,17276523295
98,2053,0,4941615,515,500000,17276523295
99,2072,0,2571818,374,500000,17276523295
100,2092,0,3581778,1280,500000,17276523295
101,2107,0,2301804,321,500000,17276523295
102,2126,0,3607386,511,500000,17276523295
103,2146,0,2486186,228,500000,17276523295
104,2169,0,3584962,658,500000,17276523295
105,2185,0,2439015,289,500000,17276523295
106,2205,0,3295329,414,500000,17276523295
107,2226,0,3001125,578,500000,17276523295
108,2240,0,3199088,361,500000,17276523295
109,2259,0,2515278,553,500000,17276523295
110,2279,0,3988924,262,500000,17276523295
111,2302,0,3064356,538,500000,17276523295
112,2321,0,3618266,325,500000,17276523295
113,2342,0,6632438,638,500000,17276523295
114,2362,0,3314667,479,500000,17276523295
115,2381,0,2724830,386,500000,17276523295
116,2401,0,3689749,531,500000,17276523295
117,2421,0,3303931,339,500000,17276523295
118,2436,0,2958642,615,500000,17276523295
119,2461,0,2688321,436,500000,17276523295
120,2474,0,3352884,582,500000,17276523295
121,2495,0,2911706,638,500000,17276523295
122,2516,0,3298101,359,500000,17276523295
123,2540,0,3366979,376,500000,17276523295
124,2560,0,3697091,281,500000,17276523295
125,2580,0,3882758,584,500000,17276523295
126,2600,0,3273567,321,500000,17276523295
