id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,1,0,6974048,40317,500000,17319215673
1,4,0,3728628,822,500000,17319215673
2,6,0,4451475,623,500000,17319215673
3,7,0,3699043,713,500000,17319215673
4,12,0,3849837,588,500000,17319215673
5,16,0,3378785,692,500000,17319215673
6,24,0,3091959,785,500000,17319215673
7,31,0,3319516,954,500000,17319215673
8,39,0,2679908,909,500000,17319215673
9,50,0,3324301,781,500000,17319215673
10,57,0,2762897,556,500000,17319215673
11,67,0,4077149,436,500000,17319215673
12,81,0,2734495,491,500000,17319215673
13,90,0,3443930,521,500000,17319215673
14,107,0,3136872,275,500000,17319215673
15,114,0,4472971,257,500000,17319215673
16,129,0,3674464,875,500000,17319215673
17,145,0,4196978,396,500000,17319215673
18,165,0,3480121,650,500000,17319215673
19,178,0,2856990,667,500000,17319215673
20,198,0,3085068,393,500000,17319215673
21,211,0,2831167,493,500000,17319215673
22,231,0,3116102,359,500000,17319215673
23,241,0,2909710,506,500000,17319215673
24,264,0,2874924,476,500000,17319215673
25,285,0,3883019,333,500000,17319215673
26,304,0,4077204,322,500000,17319215673
27,324,0,4065049,444,500000,17319215673
28,344,0,2592272,441,500000,17319215673
29,361,0,2638128,376,500000,17319215673
30,376,0,2675120,391,500000,17319215673
31,395,0,6742830,655,500000,17319215673
32,412,0,3812138,519,500000,17319215673
33,434,0,3571960,344,500000,17319215673
34,449,0,3378917,318,500000,17319215673
35,475,0,3408947,498,500000,17319215673
36,497,0,2670730,508,500000,17319215673
37,516,0,3460077,565,500000,17319215673
38,539,0,6249092,277,500000,17319215673
39,560,0,2854316,585,500000,17319215673
40,579,0,2954356,301,500000,17319215673
41,596,0,4204137,614,500000,17319215673
42,621,0,3210393,582,500000,17319215673
43,643,0,4353517,405,500000,17319215673
44,667,0,6507190,441,500000,17319215673
45,689,0,3439772,529,500000,17319215673
46,702,0,3323740,479,500000,17319215673
47,720,0,3050779,308,500000,17319215673
48,735,0,2855138,299,500000,17319215673
49,758,0,3091345,283,500000,17319215673
50,773,0,3450819,235,500000,17319215673
51,793,0,2876538,385,500000,17319215673
52,813,0,3025325,528,500000,17319215673
53,833,0,2959655,551,500000,17319215673
54,852,0,2816117,390,500000,17319215673
55,872,0,2542128,344,500000,17319215673
56,895,0,3414537,615,500000,17319215673
57,911,0,2417708,498,500000,17319215673
58,936,0,3961993,478,500000,17319215673
59,952,0,3472487,588,500000,17319215673
60,972,0,5179765,406,500000,17319215673
61,995,0,4064669,534,500000,17319215673
62,1016,0,2760090,458,500000,17319215673
63,1026,0,2862157,636,500000,17319215673
64,1049,0,2908950,615,500000,17319215673
65,1063,0,6510662,434,500000,17319215673
66,1092,0,3296501,681,500000,17319215673
67,1113,0,3991239,629,500000,17319215673
68,1131,0,4621025,450,500000,17319215673
69,1153,0,2987880,568,500000,17319215673
70,1173,0,2463806,398,500000,17319215673
71,1194,0,3056620,642,500000,17319215673
72,1211,0,3295776,381,500000,17319215673
73,1230,0,3419976,453,500000,17319215673
74,1251,0,3434500,702,500000,17319215673
75,1269,0,3344013,353,500000,17319215673
76,1296,0,3369231,545,500000,17319215673
77,1310,0,3216613,638,500000,17319215673
78,1326,0,3892501,522,500000,17319215673
79,1350,0,3188061,453,500000,17319215673
80,1368,0,4243418,607,500000,17319215673
81,1386,0,2505414,556,500000,17319215673
82,1403,0,3230848,474,500000,17319215673
83,1425,0,4100167,519,500000,17319215673
84,1448,0,2808471,436,500000,17319215673
85,1465,0,3306939,414,500000,17319215673
86,1489,0,2948037,594,500000,17319215673
87,1509,0,2737462,518,500000,17319215673
88,1524,0,3027182,421,500000,17319215673
89,1547,0,3568404,8015,500000,17319215673
90,1563,0,2936805,250,500000,17319215673
