id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,166,0,3875399,22266,500000,17311164149
1,185,0,2361009,246,500000,17311164149
2,202,0,3658014,261,500000,17311164149
3,220,0,2535956,358,500000,17311164149
4,236,0,3601414,374,500000,17311164149
5,256,0,3001933,271,500000,17311164149
6,274,0,3080892,359,500000,17311164149
7,295,0,3561697,411,500000,17311164149
8,316,0,5298829,248,500000,17311164149
9,339,0,3322744,568,500000,17311164149
10,359,0,3485249,264,500000,17311164149
11,379,0,7554008,391,500000,17311164149
12,399,0,3245297,604,500000,17311164149
13,419,0,3410698,541,500000,17311164149
14,443,0,3618039,591,500000,17311164149
15,461,0,2831601,456,500000,17311164149
16,479,0,3058903,768,500000,17311164149
17,500,0,2499259,498,500000,17311164149
18,514,0,3471517,595,500000,17311164149
19,537,0,6163742,438,500000,17311164149
20,557,0,2968291,518,500000,17311164149
21,578,0,2951235,668,500000,17311164149
22,601,0,4035499,725,500000,17311164149
23,618,0,3263697,542,500000,17311164149
24,644,0,4416054,695,500000,17311164149
25,664,0,6617389,625,500000,17311164149
26,687,0,3417721,504,500000,17311164149
27,704,0,3246110,608,500000,17311164149
28,721,0,3094617,511,500000,17311164149
29,742,0,4132685,434,500000,17311164149
30,764,0,3609673,326,500000,17311164149
31,784,0,3093677,645,500000,17311164149
32,807,0,3088899,484,500000,17311164149
33,825,0,2655697,564,500000,17311164149
34,844,0,3188516,441,500000,17311164149
35,860,0,3009505,565,500000,17311164149
36,885,0,2683326,669,500000,17311164149
37,901,0,3128385,535,500000,17311164149
38,925,0,3242183,598,500000,17311164149
39,942,0,3468746,463,500000,17311164149
40,963,0,6527768,464,500000,17311164149
41,994,0,4260913,792,500000,17311164149
42,1014,0,2815240,303,500000,17311164149
43,1034,0,3703586,463,500000,17311164149
44,1054,0,7303969,265,500000,17311164149
45,1076,0,3069317,604,500000,17311164149
46,1099,0,2684339,514,500000,17311164149
47,1114,0,3306943,553,500000,17311164149
48,1139,0,4142590,388,500000,17311164149
49,1155,0,3543909,384,500000,17311164149
50,1176,0,3146879,421,500000,17311164149
51,1199,0,3162204,628,500000,17311164149
52,1219,0,3187881,641,500000,17311164149
53,1236,0,2878211,471,500000,17311164149
54,1255,0,2895866,388,500000,17311164149
55,1276,0,2763876,428,500000,17311164149
56,1285,0,3744485,392,500000,17311164149
57,1311,0,3497518,695,500000,17311164149
58,1336,0,3627213,458,500000,17311164149
59,1354,0,4038024,534,500000,17311164149
60,1376,0,3850315,725,500000,17311164149
61,1402,0,2961451,574,500000,17311164149
62,1417,0,4186438,401,500000,17311164149
63,1442,0,3897191,811,500000,17311164149
64,1457,0,3048069,277,500000,17311164149
65,1478,0,3091428,541,500000,17311164149
66,1498,0,2990497,441,500000,17311164149
67,1517,0,3338317,310,500000,17311164149
68,1539,0,3120206,268,500000,17311164149
69,1560,0,4085090,458,500000,17311164149
70,1582,0,3131548,578,500000,17311164149
71,1602,0,3391252,319,500000,17311164149
72,1624,0,3782805,689,500000,17311164149
73,1650,0,3478042,715,500000,17311164149
74,1668,0,4881781,692,500000,17311164149
75,1684,0,4388733,366,500000,17311164149
76,1712,0,4474185,404,500000,17311164149
77,1730,0,3683344,360,500000,17311164149
78,1751,0,3508616,528,500000,17311164149
79,1770,0,2954295,481,500000,17311164149
80,1788,0,2568290,414,500000,17311164149
81,1808,0,3292786,685,500000,17311164149
82,1827,0,2808932,608,500000,17311164149
83,1847,0,2993938,562,500000,17311164149
84,1867,0,2694447,267,500000,17311164149
85,1892,0,3325457,234,500000,17311164149
86,1908,0,3533525,388,500000,17311164149
87,1931,0,2604121,160,500000,17311164149
88,1944,0,3297324,415,500000,17311164149
89,1970,0,4308075,635,500000,17311164149
90,1993,0,3591203,711,500000,17311164149
91,2008,0,5142338,367,500000,17311164149
92,2028,0,2957097,343,500000,17311164149
93,2054,0,4955367,461,500000,17311164149
94,2068,0,2622391,598,500000,17311164149
95,2089,0,3576750,541,500000,17311164149
96,2117,0,3652106,662,500000,17311164149
97,2138,0,3321465,595,500000,17311164149
98,2155,0,3171189,313,500000,17311164149
99,2180,0,3417722,561,500000,17311164149
100,2197,0,3219245,202,500000,17311164149
101,2223,0,3932567,418,500000,17311164149
102,2248,0,4523699,209,500000,17311164149
103,2270,0,4272919,234,500000,17311164149
104,2290,0,3218672,524,500000,17311164149
105,2318,0,3600204,518,500000,17311164149
106,2339,0,3245666,461,500000,17311164149
107,2359,0,5559610,511,500000,17311164149
108,2378,0,3556096,486,500000,17311164149
109,2400,0,4736569,705,500000,17311164149
110,2420,0,3169420,732,500000,17311164149
111,2435,0,2941326,247,500000,17311164149
112,2457,0,2883713,281,500000,17311164149
113,2481,0,3331534,518,500000,17311164149
114,2494,0,2894740,551,500000,17311164149
115,2521,0,3259442,658,500000,17311164149
116,2534,0,2786281,705,500000,17311164149
117,2556,0,3337846,406,500000,17311164149
118,2576,0,4115086,433,500000,17311164149
119,2598,0,4117860,515,500000,17311164149
120,2620,0,3545005,354,500000,17311164149
121,2638,0,4164986,655,500000,17311164149
122,2660,0,4412045,249,500000,17311164149
123,2682,0,3543911,555,500000,17311164149
124,2694,0,3957025,333,500000,17311164149
125,2712,0,4908824,366,500000,17311164149
126,2738,0,2825307,595,500000,17311164149
127,2753,0,9435091,642,500000,17311164149
128,2775,0,3705035,309,500000,17311164149
129,2796,0,3232730,394,500000,17311164149
130,2817,0,3947192,366,500000,17311164149
131,2844,0,3095564,765,500000,17311164149
