id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,36,0,3308900,64992,2500000,71744179562
1,38,0,2484903,498,2500000,71744179562
2,41,0,2952312,275,2500000,71744179562
3,45,0,3133202,546,2500000,71744179562
4,48,0,2733391,509,2500000,71744179562
5,50,0,2076852,572,2500000,71744179562
6,54,0,2876768,541,2500000,71744179562
7,56,0,2241791,498,2500000,71744179562
8,60,0,4955953,530,2500000,71744179562
9,62,0,2926600,531,2500000,71744179562
10,65,0,2148941,593,2500000,71744179562
11,69,0,3349448,492,2500000,71744179562
12,73,0,2327822,361,2500000,71744179562
13,77,0,2000089,561,2500000,71744179562
14,80,0,2146468,1183,2500000,71744179562
15,84,0,2709339,511,2500000,71744179562
16,88,0,2094410,598,2500000,71744179562
17,92,0,2292733,471,2500000,71744179562
18,96,0,2856376,591,2500000,71744179562
19,100,0,2127473,488,2500000,71744179562
20,103,0,2674428,672,2500000,71744179562
21,107,0,2220521,428,2500000,71744179562
22,110,0,1812658,348,2500000,71744179562
23,114,0,2470688,609,2500000,71744179562
24,118,0,2707392,625,2500000,71744179562
25,123,0,3394650,726,2500000,71744179562
26,127,0,2711059,555,2500000,71744179562
27,129,0,3240717,584,2500000,71744179562
28,133,0,3149815,558,2500000,71744179562
29,138,0,2985421,481,2500000,71744179562
30,141,0,2628844,655,2500000,71744179562
31,147,0,2782186,581,2500000,71744179562
32,149,0,2159118,548,2500000,71744179562
33,153,0,2836350,632,2500000,71744179562
34,158,0,2109545,761,2500000,71744179562
35,161,0,1630576,351,2500000,71744179562
36,164,0,2254370,471,2500000,71744179562
37,168,0,3480828,358,2500000,71744179562
38,171,0,2539226,581,2500000,71744179562
39,177,0,3349528,588,2500000,71744179562
40,181,0,3031622,558,2500000,71744179562
41,183,0,3580334,572,2500000,71744179562
42,188,0,1948709,702,2500000,71744179562
43,192,0,2246064,638,2500000,71744179562
44,197,0,5500780,682,2500000,71744179562
45,199,0,2148659,772,2500000,71744179562
46,203,0,2019270,638,2500000,71744179562
47,207,0,2285258,484,2500000,71744179562
48,212,0,3619699,434,2500000,71744179562
49,216,0,2708518,223,2500000,71744179562
50,220,0,2739453,568,2500000,71744179562
51,225,0,3256291,558,2500000,71744179562
52,229,0,2768635,612,2500000,71744179562
53,232,0,2920319,538,2500000,71744179562
54,235,0,2729934,501,2500000,71744179562
55,239,0,2399265,602,2500000,71744179562
56,243,0,2813162,548,2500000,71744179562
57,247,0,1904453,401,2500000,71744179562
58,251,0,1903958,532,2500000,71744179562
59,253,0,2316903,381,2500000,71744179562
60,257,0,2761932,548,2500000,71744179562
61,261,0,2110611,298,2500000,71744179562
62,265,0,3203831,732,2500000,71744179562
63,268,0,3074319,538,2500000,71744179562
64,274,0,2799684,565,2500000,71744179562
65,279,0,2676025,581,2500000,71744179562
66,280,0,2412920,592,2500000,71744179562
67,284,0,2651237,608,2500000,71744179562
68,288,0,2027489,471,2500000,71744179562
69,293,0,2118539,561,2500000,71744179562
70,296,0,2843690,532,2500000,71744179562
71,299,0,2026337,341,2500000,71744179562
72,303,0,1907954,614,2500000,71744179562
73,307,0,4576428,330,2500000,71744179562
