id,gsn,shardId,latency(ns),dataGenTime(ns),totalBytes,totalTime(ns)
0,67,0,5015935,38784,2500000,71851676122
1,71,0,2051563,271,2500000,71851676122
2,74,0,1969988,253,2500000,71851676122
3,78,0,2169972,658,2500000,71851676122
4,83,0,2650078,618,2500000,71851676122
5,87,0,2081362,374,2500000,71851676122
6,91,0,2472315,344,2500000,71851676122
7,94,0,2763630,280,2500000,71851676122
8,98,0,2212455,538,2500000,71851676122
9,102,0,2851661,341,2500000,71851676122
10,106,0,2962705,568,2500000,71851676122
11,111,0,2707917,319,2500000,71851676122
12,115,0,2189942,327,2500000,71851676122
13,119,0,2017787,514,2500000,71851676122
14,121,0,3041191,541,2500000,71851676122
15,124,0,2870057,552,2500000,71851676122
16,128,0,1937597,221,2500000,71851676122
17,132,0,3341029,474,2500000,71851676122
18,136,0,2772378,433,2500000,71851676122
19,140,0,2291095,444,2500000,71851676122
20,144,0,2841284,564,2500000,71851676122
21,148,0,2589673,531,2500000,71851676122
22,152,0,2461834,521,2500000,71851676122
23,156,0,2915330,447,2500000,71851676122
24,160,0,2713779,258,2500000,71851676122
25,165,0,2159197,531,2500000,71851676122
26,169,0,3535948,396,2500000,71851676122
27,172,0,2534155,555,2500000,71851676122
28,176,0,3261334,581,2500000,71851676122
29,180,0,3075562,401,2500000,71851676122
30,184,0,3546569,512,2500000,71851676122
31,187,0,1976518,507,2500000,71851676122
32,191,0,2276812,521,2500000,71851676122
33,196,0,5468749,712,2500000,71851676122
34,200,0,2237072,522,2500000,71851676122
35,204,0,1979915,462,2500000,71851676122
36,208,0,2264714,772,2500000,71851676122
37,213,0,3611006,729,2500000,71851676122
38,215,0,2641918,481,2500000,71851676122
39,219,0,2744254,741,2500000,71851676122
40,224,0,3234302,615,2500000,71851676122
41,228,0,2761862,648,2500000,71851676122
42,231,0,3040293,561,2500000,71851676122
43,237,0,3312813,541,2500000,71851676122
44,241,0,2993965,664,2500000,71851676122
45,245,0,2839750,748,2500000,71851676122
46,249,0,2643606,558,2500000,71851676122
47,254,0,2231583,742,2500000,71851676122
48,258,0,2783556,454,2500000,71851676122
49,262,0,2029274,468,2500000,71851676122
50,264,0,3341530,551,2500000,71851676122
51,269,0,2997623,541,2500000,71851676122
52,273,0,2721170,691,2500000,71851676122
53,276,0,2849687,562,2500000,71851676122
54,283,0,3266775,672,2500000,71851676122
55,287,0,2732952,562,2500000,71851676122
56,291,0,2509004,555,2500000,71851676122
57,294,0,2457521,572,2500000,71851676122
58,298,0,1997617,575,2500000,71851676122
59,302,0,2028532,661,2500000,71851676122
60,306,0,2158853,545,2500000,71851676122
61,310,0,3566140,478,2500000,71851676122
62,313,0,2398026,612,2500000,71851676122
63,318,0,3327210,562,2500000,71851676122
64,321,0,6529190,584,2500000,71851676122
65,325,0,1858442,685,2500000,71851676122
66,328,0,3705272,575,2500000,71851676122
67,332,0,2368911,725,2500000,71851676122
68,337,0,2239545,604,2500000,71851676122
69,342,0,2882099,477,2500000,71851676122
70,346,0,2158950,598,2500000,71851676122
71,350,0,4067740,565,2500000,71851676122
72,354,0,3630508,668,2500000,71851676122
73,358,0,5542685,522,2500000,71851676122
74,362,0,3134890,581,2500000,71851676122
75,366,0,2444411,675,2500000,71851676122
76,368,0,2230861,495,2500000,71851676122
77,372,0,2655347,608,2500000,71851676122
78,376,0,1892701,592,2500000,71851676122
79,380,0,2417504,598,2500000,71851676122
80,385,0,2673696,846,2500000,71851676122
81,388,0,4211001,515,2500000,71851676122
82,394,0,3343718,728,2500000,71851676122
83,396,0,2530582,635,2500000,71851676122
84,402,0,2313789,672,2500000,71851676122
85,406,0,3181974,578,2500000,71851676122
86,409,0,3407363,702,2500000,71851676122
87,411,0,1881746,782,2500000,71851676122
88,416,0,3347998,497,2500000,71851676122
89,420,0,3125375,751,2500000,71851676122
90,424,0,2812788,595,2500000,71851676122
91,427,0,1962298,645,2500000,71851676122
92,431,0,3421099,595,2500000,71851676122
93,435,0,3070409,611,2500000,71851676122
94,439,0,2737849,574,2500000,71851676122
95,443,0,3780041,615,2500000,71851676122
96,446,0,4360727,578,2500000,71851676122
97,450,0,2682470,678,2500000,71851676122
98,454,0,3829055,695,2500000,71851676122
99,459,0,2026367,578,2500000,71851676122
100,461,0,1768184,775,2500000,71851676122
101,465,0,2209058,618,2500000,71851676122
102,469,0,2184012,358,2500000,71851676122
103,472,0,3093029,591,2500000,71851676122
104,476,0,3620044,591,2500000,71851676122
105,480,0,2635577,1276,2500000,71851676122
106,483,0,2861097,598,2500000,71851676122
107,486,0,3170269,695,2500000,71851676122
108,492,0,2892597,641,2500000,71851676122
109,494,0,2585703,722,2500000,71851676122
110,499,0,2203000,1012,2500000,71851676122
111,503,0,6377044,495,2500000,71851676122
112,507,0,2402562,522,2500000,71851676122
